fips,county,state,abbr
19181,warren_county,iowa,ia
19183,washington_county,iowa,ia
19185,wayne_county,iowa,ia
19187,webster_county,iowa,ia
19189,winnebago_county,iowa,ia
19191,winneshiek_county,iowa,ia
19193,woodbury_county,iowa,ia
19195,worth_county,iowa,ia
19197,wright_county,iowa,ia
20000,kansas,kansas,ks
20001,allen_county,kansas,ks
20003,anderson_county,kansas,ks
20005,atchison_county,kansas,ks
20007,barber_county,kansas,ks
20009,barton_county,kansas,ks
20011,bourbon_county,kansas,ks
20013,brown_county,kansas,ks
20015,butler_county,kansas,ks
20017,chase_county,kansas,ks
20019,chautauqua_county,kansas,ks
20021,cherokee_county,kansas,ks
20023,cheyenne_county,kansas,ks
20025,clark_county,kansas,ks
20027,clay_county,kansas,ks
20029,cloud_county,kansas,ks
20031,coffey_county,kansas,ks
20033,comanche_county,kansas,ks
20035,cowley_county,kansas,ks
20037,crawford_county,kansas,ks
20039,decatur_county,kansas,ks
20041,dickinson_county,kansas,ks
20043,doniphan_county,kansas,ks
20045,douglas_county,kansas,ks
20047,edwards_county,kansas,ks
20049,elk_county,kansas,ks
20051,ellis_county,kansas,ks
20053,ellsworth_county,kansas,ks
20055,finney_county,kansas,ks
20057,ford_county,kansas,ks
20059,franklin_county,kansas,ks
20061,geary_county,kansas,ks
20063,gove_county,kansas,ks
20065,graham_county,kansas,ks
20067,grant_county,kansas,ks
20069,gray_county,kansas,ks
20071,greeley_county,kansas,ks
20073,greenwood_county,kansas,ks
20075,hamilton_county,kansas,ks
20077,harper_county,kansas,ks
20079,harvey_county,kansas,ks
20081,haskell_county,kansas,ks
20083,hodgeman_county,kansas,ks
20085,jackson_county,kansas,ks
20087,jefferson_county,kansas,ks
20089,jewell_county,kansas,ks
20091,johnson_county,kansas,ks
20093,kearny_county,kansas,ks
20095,kingman_county,kansas,ks
20097,kiowa_county,kansas,ks
20099,labette_county,kansas,ks
20101,lane_county,kansas,ks
20103,leavenworth_county,kansas,ks
20105,lincoln_county,kansas,ks
20107,linn_county,kansas,ks
20109,logan_county,kansas,ks
20111,lyon_county,kansas,ks
20113,mcpherson_county,kansas,ks
20115,marion_county,kansas,ks
20117,marshall_county,kansas,ks
20119,meade_county,kansas,ks
20121,miami_county,kansas,ks
20123,mitchell_county,kansas,ks
20125,montgomery_county,kansas,ks
20127,morris_county,kansas,ks
20129,morton_county,kansas,ks
20131,nemaha_county,kansas,ks
20133,neosho_county,kansas,ks
20135,ness_county,kansas,ks
20137,norton_county,kansas,ks
20139,osage_county,kansas,ks
20141,osborne_county,kansas,ks
20143,ottawa_county,kansas,ks
20145,pawnee_county,kansas,ks
20147,phillips_county,kansas,ks
20149,pottawatomie_county,kansas,ks
20151,pratt_county,kansas,ks
20153,rawlins_county,kansas,ks
20155,reno_county,kansas,ks
20157,republic_county,kansas,ks
20159,rice_county,kansas,ks
20161,riley_county,kansas,ks
20163,rooks_county,kansas,ks
20165,rush_county,kansas,ks
20167,russell_county,kansas,ks
20169,saline_county,kansas,ks
20171,scott_county,kansas,ks
20173,sedgwick_county,kansas,ks
20175,seward_county,kansas,ks
20177,shawnee_county,kansas,ks
20179,sheridan_county,kansas,ks
20181,sherman_county,kansas,ks
20183,smith_county,kansas,ks
20185,stafford_county,kansas,ks
20187,stanton_county,kansas,ks
20189,stevens_county,kansas,ks
20191,sumner_county,kansas,ks
20193,thomas_county,kansas,ks
20195,trego_county,kansas,ks
20197,wabaunsee_county,kansas,ks
20199,wallace_county,kansas,ks
20201,washington_county,kansas,ks
20203,wichita_county,kansas,ks
20205,wilson_county,kansas,ks
20207,woodson_county,kansas,ks
20209,wyandotte_county,kansas,ks
21000,kentucky,kentucky,ky
21001,adair_county,kentucky,ky
21003,allen_county,kentucky,ky
21005,anderson_county,kentucky,ky
21007,ballard_county,kentucky,ky
21009,barren_county,kentucky,ky
21011,bath_county,kentucky,ky
21013,bell_county,kentucky,ky
21015,boone_county,kentucky,ky
21017,bourbon_county,kentucky,ky
21019,boyd_county,kentucky,ky
21021,boyle_county,kentucky,ky
21023,bracken_county,kentucky,ky
21025,breathitt_county,kentucky,ky
21027,breckinridge_county,kentucky,ky
21029,bullitt_county,kentucky,ky
21031,butler_county,kentucky,ky
21033,caldwell_county,kentucky,ky
21035,calloway_county,kentucky,ky
21037,campbell_county,kentucky,ky
21039,carlisle_county,kentucky,ky
21041,carroll_county,kentucky,ky
21043,carter_county,kentucky,ky
21045,casey_county,kentucky,ky
21047,christian_county,kentucky,ky
21049,clark_county,kentucky,ky
21051,clay_county,kentucky,ky
21053,clinton_county,kentucky,ky
21055,crittenden_county,kentucky,ky
21057,cumberland_county,kentucky,ky
21059,daviess_county,kentucky,ky
21061,edmonson_county,kentucky,ky
21063,elliott_county,kentucky,ky
21065,estill_county,kentucky,ky
21067,fayette_county,kentucky,ky
21069,fleming_county,kentucky,ky
21071,floyd_county,kentucky,ky
21073,franklin_county,kentucky,ky
21075,fulton_county,kentucky,ky
21077,gallatin_county,kentucky,ky
21079,garrard_county,kentucky,ky
21081,grant_county,kentucky,ky
21083,graves_county,kentucky,ky
21085,grayson_county,kentucky,ky
21087,green_county,kentucky,ky
21089,greenup_county,kentucky,ky
21091,hancock_county,kentucky,ky
21093,hardin_county,kentucky,ky
21095,harlan_county,kentucky,ky
21097,harrison_county,kentucky,ky
21099,hart_county,kentucky,ky
21101,henderson_county,kentucky,ky
21103,henry_county,kentucky,ky
21105,hickman_county,kentucky,ky
21107,hopkins_county,kentucky,ky
21109,jackson_county,kentucky,ky
21111,jefferson_county,kentucky,ky
21113,jessamine_county,kentucky,ky
21115,johnson_county,kentucky,ky
21117,kenton_county,kentucky,ky
21119,knott_county,kentucky,ky
21121,knox_county,kentucky,ky
21123,larue_county,kentucky,ky
21125,laurel_county,kentucky,ky
21127,lawrence_county,kentucky,ky
21129,lee_county,kentucky,ky
21131,leslie_county,kentucky,ky
21133,letcher_county,kentucky,ky
21135,lewis_county,kentucky,ky
21137,lincoln_county,kentucky,ky
21139,livingston_county,kentucky,ky
21141,logan_county,kentucky,ky
21143,lyon_county,kentucky,ky
21145,mccracken_county,kentucky,ky
21147,mccreary_county,kentucky,ky
21149,mclean_county,kentucky,ky
21151,madison_county,kentucky,ky
21153,magoffin_county,kentucky,ky
21155,marion_county,kentucky,ky
21157,marshall_county,kentucky,ky
21159,martin_county,kentucky,ky
21161,mason_county,kentucky,ky
21163,meade_county,kentucky,ky
21165,menifee_county,kentucky,ky
21167,mercer_county,kentucky,ky
21169,metcalfe_county,kentucky,ky
21171,monroe_county,kentucky,ky
21173,montgomery_county,kentucky,ky
21175,morgan_county,kentucky,ky
21177,muhlenberg_county,kentucky,ky
21179,nelson_county,kentucky,ky
21181,nicholas_county,kentucky,ky
21183,ohio_county,kentucky,ky
21185,oldham_county,kentucky,ky
21187,owen_county,kentucky,ky
21189,owsley_county,kentucky,ky
21191,pendleton_county,kentucky,ky
21193,perry_county,kentucky,ky
21195,pike_county,kentucky,ky
21197,powell_county,kentucky,ky
21199,pulaski_county,kentucky,ky
21201,robertson_county,kentucky,ky
21203,rockcastle_county,kentucky,ky
21205,rowan_county,kentucky,ky
21207,russell_county,kentucky,ky
21209,scott_county,kentucky,ky
21211,shelby_county,kentucky,ky
21213,simpson_county,kentucky,ky
21215,spencer_county,kentucky,ky
21217,taylor_county,kentucky,ky
21219,todd_county,kentucky,ky
21221,trigg_county,kentucky,ky
21223,trimble_county,kentucky,ky
21225,union_county,kentucky,ky
21227,warren_county,kentucky,ky
21229,washington_county,kentucky,ky
21231,wayne_county,kentucky,ky
21233,webster_county,kentucky,ky
21235,whitley_county,kentucky,ky
21237,wolfe_county,kentucky,ky
21239,woodford_county,kentucky,ky
22000,louisiana,louisiana,la
22001,acadia_parish,louisiana,la
22003,allen_parish,louisiana,la
22005,ascension_parish,louisiana,la
22007,assumption_parish,louisiana,la
22009,avoyelles_parish,louisiana,la
22011,beauregard_parish,louisiana,la
22013,bienville_parish,louisiana,la
22015,bossier_parish,louisiana,la
22017,caddo_parish,louisiana,la
22019,calcasieu_parish,louisiana,la
22021,caldwell_parish,louisiana,la
22023,cameron_parish,louisiana,la
22025,catahoula_parish,louisiana,la
22027,claiborne_parish,louisiana,la
22029,concordia_parish,louisiana,la
22031,de_soto_parish,louisiana,la
22033,east_baton_rouge_parish,louisiana,la
22035,east_carroll_parish,louisiana,la
22037,east_feliciana_parish,louisiana,la
22039,evangeline_parish,louisiana,la
22041,franklin_parish,louisiana,la
22043,grant_parish,louisiana,la
22045,iberia_parish,louisiana,la
22047,iberville_parish,louisiana,la
22049,jackson_parish,louisiana,la
22051,jefferson_parish,louisiana,la
22053,jefferson_davis_parish,louisiana,la
22055,lafayette_parish,louisiana,la
22057,lafourche_parish,louisiana,la
22059,la_salle_parish,louisiana,la
22061,lincoln_parish,louisiana,la
22063,livingston_parish,louisiana,la
22065,madison_parish,louisiana,la
22067,morehouse_parish,louisiana,la
22069,natchitoches_parish,louisiana,la
22071,orleans_parish,louisiana,la
22073,ouachita_parish,louisiana,la
22075,plaquemines_parish,louisiana,la
22077,pointe_coupee_parish,louisiana,la
22079,rapides_parish,louisiana,la
22081,red_river_parish,louisiana,la
22083,richland_parish,louisiana,la
22085,sabine_parish,louisiana,la
22087,st._bernard_parish,louisiana,la
22089,st._charles_parish,louisiana,la
22091,st._helena_parish,louisiana,la
22093,st._james_parish,louisiana,la
22095,st._john_the_baptist_parish,louisiana,la
22097,st._landry_parish,louisiana,la
22099,st._martin_parish,louisiana,la
22101,st._mary_parish,louisiana,la
22103,st._tammany_parish,louisiana,la
22105,tangipahoa_parish,louisiana,la
22107,tensas_parish,louisiana,la
22109,terrebonne_parish,louisiana,la
22111,union_parish,louisiana,la
22113,vermilion_parish,louisiana,la
22115,vernon_parish,louisiana,la
22117,washington_parish,louisiana,la
22119,webster_parish,louisiana,la
22121,west_baton_rouge_parish,louisiana,la
22123,west_carroll_parish,louisiana,la
22125,west_feliciana_parish,louisiana,la
22127,winn_parish,louisiana,la
23000,maine,maine,me
23001,androscoggin_county,maine,me
23003,aroostook_county,maine,me
23005,cumberland_county,maine,me
23007,franklin_county,maine,me
23009,hancock_county,maine,me
23011,kennebec_county,maine,me
23013,knox_county,maine,me
23015,lincoln_county,maine,me
23017,oxford_county,maine,me
23019,penobscot_county,maine,me
23021,piscataquis_county,maine,me
23023,sagadahoc_county,maine,me
23025,somerset_county,maine,me
23027,waldo_county,maine,me
23029,washington_county,maine,me
23031,york_county,maine,me
24000,maryland,maryland,md
24001,allegany_county,maryland,md
24003,anne_arundel_county,maryland,md
24005,baltimore_county,maryland,md
24009,calvert_county,maryland,md
24011,caroline_county,maryland,md
24013,carroll_county,maryland,md
24015,cecil_county,maryland,md
24017,charles_county,maryland,md
24019,dorchester_county,maryland,md
24021,frederick_county,maryland,md
24023,garrett_county,maryland,md
24025,harford_county,maryland,md
24027,howard_county,maryland,md
24029,kent_county,maryland,md
24031,montgomery_county,maryland,md
24033,prince_george,maryland,md
24035,queen_anne,maryland,md
24037,st._mary,maryland,md
24039,somerset_county,maryland,md
24041,talbot_county,maryland,md
24043,washington_county,maryland,md
24045,wicomico_county,maryland,md
24047,worcester_county,maryland,md
24510,baltimore_city,maryland,md
25000,massachusetts,massachusetts,ma
25001,barnstable_county,massachusetts,ma
25003,berkshire_county,massachusetts,ma
25005,bristol_county,massachusetts,ma
25007,dukes_county,massachusetts,ma
25009,essex_county,massachusetts,ma
25011,franklin_county,massachusetts,ma
25013,hampden_county,massachusetts,ma
25015,hampshire_county,massachusetts,ma
25017,middlesex_county,massachusetts,ma
25019,nantucket_county,massachusetts,ma
25021,norfolk_county,massachusetts,ma
25023,plymouth_county,massachusetts,ma
25025,suffolk_county,massachusetts,ma
25027,worcester_county,massachusetts,ma
26000,michigan,michigan,mi
26001,alcona_county,michigan,mi
26003,alger_county,michigan,mi
26005,allegan_county,michigan,mi
26007,alpena_county,michigan,mi
26009,antrim_county,michigan,mi
26011,arenac_county,michigan,mi
26013,baraga_county,michigan,mi
26015,barry_county,michigan,mi
26017,bay_county,michigan,mi
26019,benzie_county,michigan,mi
26021,berrien_county,michigan,mi
26023,branch_county,michigan,mi
26025,calhoun_county,michigan,mi
26027,cass_county,michigan,mi
26029,charlevoix_county,michigan,mi
26031,cheboygan_county,michigan,mi
26033,chippewa_county,michigan,mi
26035,clare_county,michigan,mi
26037,clinton_county,michigan,mi
26039,crawford_county,michigan,mi
26041,delta_county,michigan,mi
26043,dickinson_county,michigan,mi
26045,eaton_county,michigan,mi
26047,emmet_county,michigan,mi
26049,genesee_county,michigan,mi
26051,gladwin_county,michigan,mi
26053,gogebic_county,michigan,mi
26055,grand_traverse_county,michigan,mi
26057,gratiot_county,michigan,mi
26059,hillsdale_county,michigan,mi
26061,houghton_county,michigan,mi
26063,huron_county,michigan,mi
26065,ingham_county,michigan,mi
26067,ionia_county,michigan,mi
26069,iosco_county,michigan,mi
26071,iron_county,michigan,mi
26073,isabella_county,michigan,mi
26075,jackson_county,michigan,mi
26077,kalamazoo_county,michigan,mi
26079,kalkaska_county,michigan,mi
26081,kent_county,michigan,mi
26083,keweenaw_county,michigan,mi
26085,lake_county,michigan,mi
26087,lapeer_county,michigan,mi
26089,leelanau_county,michigan,mi
26091,lenawee_county,michigan,mi
26093,livingston_county,michigan,mi
26095,luce_county,michigan,mi
26097,mackinac_county,michigan,mi
26099,macomb_county,michigan,mi
26101,manistee_county,michigan,mi
26103,marquette_county,michigan,mi
26105,mason_county,michigan,mi
26107,mecosta_county,michigan,mi
26109,menominee_county,michigan,mi
26111,midland_county,michigan,mi
26113,missaukee_county,michigan,mi
26115,monroe_county,michigan,mi
26117,montcalm_county,michigan,mi
26119,montmorency_county,michigan,mi
26121,muskegon_county,michigan,mi
26123,newaygo_county,michigan,mi
26125,oakland_county,michigan,mi
26127,oceana_county,michigan,mi
26129,ogemaw_county,michigan,mi
26131,ontonagon_county,michigan,mi
26133,osceola_county,michigan,mi
26135,oscoda_county,michigan,mi
26137,otsego_county,michigan,mi
26139,ottawa_county,michigan,mi
26141,presque_isle_county,michigan,mi
26143,roscommon_county,michigan,mi
26145,saginaw_county,michigan,mi
26147,st._clair_county,michigan,mi
26149,st._joseph_county,michigan,mi
26151,sanilac_county,michigan,mi
26153,schoolcraft_county,michigan,mi
26155,shiawassee_county,michigan,mi
26157,tuscola_county,michigan,mi
26159,van_buren_county,michigan,mi
26161,washtenaw_county,michigan,mi
26163,wayne_county,michigan,mi
26165,wexford_county,michigan,mi
27000,minnesota,minnesota,mn
27001,aitkin_county,minnesota,mn
27003,anoka_county,minnesota,mn
27005,becker_county,minnesota,mn
27007,beltrami_county,minnesota,mn
27009,benton_county,minnesota,mn
27011,big_stone_county,minnesota,mn
27013,blue_earth_county,minnesota,mn
27015,brown_county,minnesota,mn
27017,carlton_county,minnesota,mn
27019,carver_county,minnesota,mn
27021,cass_county,minnesota,mn
27023,chippewa_county,minnesota,mn
27025,chisago_county,minnesota,mn
27027,clay_county,minnesota,mn
27029,clearwater_county,minnesota,mn
27031,cook_county,minnesota,mn
27033,cottonwood_county,minnesota,mn
27035,crow_wing_county,minnesota,mn
27037,dakota_county,minnesota,mn
27039,dodge_county,minnesota,mn
27041,douglas_county,minnesota,mn
27043,faribault_county,minnesota,mn
27045,fillmore_county,minnesota,mn
27047,freeborn_county,minnesota,mn
27049,goodhue_county,minnesota,mn
27051,grant_county,minnesota,mn
27053,hennepin_county,minnesota,mn
27055,houston_county,minnesota,mn
27057,hubbard_county,minnesota,mn
27059,isanti_county,minnesota,mn
27061,itasca_county,minnesota,mn
27063,jackson_county,minnesota,mn
27065,kanabec_county,minnesota,mn
27067,kandiyohi_county,minnesota,mn
27069,kittson_county,minnesota,mn
27071,koochiching_county,minnesota,mn
27073,lac_qui_parle_county,minnesota,mn
27075,lake_county,minnesota,mn
27077,lake_of_the_woods_county,minnesota,mn
27079,le_sueur_county,minnesota,mn
27081,lincoln_county,minnesota,mn
27083,lyon_county,minnesota,mn
27085,mcleod_county,minnesota,mn
27087,mahnomen_county,minnesota,mn
27089,marshall_county,minnesota,mn
27091,martin_county,minnesota,mn
27093,meeker_county,minnesota,mn
27095,mille_lacs_county,minnesota,mn
27097,morrison_county,minnesota,mn
27099,mower_county,minnesota,mn
27101,murray_county,minnesota,mn
27103,nicollet_county,minnesota,mn
27105,nobles_county,minnesota,mn
27107,norman_county,minnesota,mn
27109,olmsted_county,minnesota,mn
27111,otter_tail_county,minnesota,mn
27113,pennington_county,minnesota,mn
27115,pine_county,minnesota,mn
27117,pipestone_county,minnesota,mn
27119,polk_county,minnesota,mn
27121,pope_county,minnesota,mn
27123,ramsey_county,minnesota,mn
27125,red_lake_county,minnesota,mn
27127,redwood_county,minnesota,mn
27129,renville_county,minnesota,mn
27131,rice_county,minnesota,mn
27133,rock_county,minnesota,mn
27135,roseau_county,minnesota,mn
27137,st._louis_county,minnesota,mn
27139,scott_county,minnesota,mn
27141,sherburne_county,minnesota,mn
27143,sibley_county,minnesota,mn
27145,stearns_county,minnesota,mn
27147,steele_county,minnesota,mn
27149,stevens_county,minnesota,mn
27151,swift_county,minnesota,mn
27153,todd_county,minnesota,mn
27155,traverse_county,minnesota,mn
27157,wabasha_county,minnesota,mn
27159,wadena_county,minnesota,mn
27161,waseca_county,minnesota,mn
27163,washington_county,minnesota,mn
27165,watonwan_county,minnesota,mn
27167,wilkin_county,minnesota,mn
27169,winona_county,minnesota,mn
27171,wright_county,minnesota,mn
27173,yellow_medicine_county,minnesota,mn
28000,mississippi,mississippi,ms
28001,adams_county,mississippi,ms
28003,alcorn_county,mississippi,ms
28005,amite_county,mississippi,ms
28007,attala_county,mississippi,ms
28009,benton_county,mississippi,ms
28011,bolivar_county,mississippi,ms
28013,calhoun_county,mississippi,ms
28015,carroll_county,mississippi,ms
28017,chickasaw_county,mississippi,ms
28019,choctaw_county,mississippi,ms
28021,claiborne_county,mississippi,ms
28023,clarke_county,mississippi,ms
28025,clay_county,mississippi,ms
28027,coahoma_county,mississippi,ms
28029,copiah_county,mississippi,ms
28031,covington_county,mississippi,ms
28033,desoto_county,mississippi,ms
28035,forrest_county,mississippi,ms
28037,franklin_county,mississippi,ms
28039,george_county,mississippi,ms
28041,greene_county,mississippi,ms
28043,grenada_county,mississippi,ms
28045,hancock_county,mississippi,ms
28047,harrison_county,mississippi,ms
28049,hinds_county,mississippi,ms
28051,holmes_county,mississippi,ms
28053,humphreys_county,mississippi,ms
28055,issaquena_county,mississippi,ms
28057,itawamba_county,mississippi,ms
28059,jackson_county,mississippi,ms
28061,jasper_county,mississippi,ms
28063,jefferson_county,mississippi,ms
28065,jefferson_davis_county,mississippi,ms
28067,jones_county,mississippi,ms
28069,kemper_county,mississippi,ms
28071,lafayette_county,mississippi,ms
28073,lamar_county,mississippi,ms
28075,lauderdale_county,mississippi,ms
28077,lawrence_county,mississippi,ms
28079,leake_county,mississippi,ms
28081,lee_county,mississippi,ms
28083,leflore_county,mississippi,ms
28085,lincoln_county,mississippi,ms
28087,lowndes_county,mississippi,ms
28089,madison_county,mississippi,ms
28091,marion_county,mississippi,ms
28093,marshall_county,mississippi,ms
28095,monroe_county,mississippi,ms
28097,montgomery_county,mississippi,ms
28099,neshoba_county,mississippi,ms
28101,newton_county,mississippi,ms
28103,noxubee_county,mississippi,ms
28105,oktibbeha_county,mississippi,ms
28107,panola_county,mississippi,ms
28109,pearl_river_county,mississippi,ms
28111,perry_county,mississippi,ms
28113,pike_county,mississippi,ms
28115,pontotoc_county,mississippi,ms
28117,prentiss_county,mississippi,ms
28119,quitman_county,mississippi,ms
28121,rankin_county,mississippi,ms
28123,scott_county,mississippi,ms
28125,sharkey_county,mississippi,ms
28127,simpson_county,mississippi,ms
28129,smith_county,mississippi,ms
28131,stone_county,mississippi,ms
28133,sunflower_county,mississippi,ms
28135,tallahatchie_county,mississippi,ms
28137,tate_county,mississippi,ms
28139,tippah_county,mississippi,ms
28141,tishomingo_county,mississippi,ms
28143,tunica_county,mississippi,ms
28145,union_county,mississippi,ms
28147,walthall_county,mississippi,ms
28149,warren_county,mississippi,ms
28151,washington_county,mississippi,ms
28153,wayne_county,mississippi,ms
28155,webster_county,mississippi,ms
28157,wilkinson_county,mississippi,ms
28159,winston_county,mississippi,ms
28161,yalobusha_county,mississippi,ms
28163,yazoo_county,mississippi,ms
29000,missouri,missouri,mo
29001,adair_county,missouri,mo
29003,andrew_county,missouri,mo
29005,atchison_county,missouri,mo
29007,audrain_county,missouri,mo
29009,barry_county,missouri,mo
29011,barton_county,missouri,mo
29013,bates_county,missouri,mo
29015,benton_county,missouri,mo
29017,bollinger_county,missouri,mo
29019,boone_county,missouri,mo
29021,buchanan_county,missouri,mo
29023,butler_county,missouri,mo
29025,caldwell_county,missouri,mo
29027,callaway_county,missouri,mo
29029,camden_county,missouri,mo
29031,cape_girardeau_county,missouri,mo
29033,carroll_county,missouri,mo
29035,carter_county,missouri,mo
29037,cass_county,missouri,mo
29039,cedar_county,missouri,mo
29041,chariton_county,missouri,mo
29043,christian_county,missouri,mo
29045,clark_county,missouri,mo
29047,clay_county,missouri,mo
29049,clinton_county,missouri,mo
29051,cole_county,missouri,mo
29053,cooper_county,missouri,mo
29055,crawford_county,missouri,mo
29057,dade_county,missouri,mo
29059,dallas_county,missouri,mo
29061,daviess_county,missouri,mo
29063,dekalb_county,missouri,mo
29065,dent_county,missouri,mo
29067,douglas_county,missouri,mo
29069,dunklin_county,missouri,mo
29071,franklin_county,missouri,mo
29073,gasconade_county,missouri,mo
29075,gentry_county,missouri,mo
29077,greene_county,missouri,mo
29079,grundy_county,missouri,mo
29081,harrison_county,missouri,mo
29083,henry_county,missouri,mo
29085,hickory_county,missouri,mo
29087,holt_county,missouri,mo
29089,howard_county,missouri,mo
29091,howell_county,missouri,mo
29093,iron_county,missouri,mo
29095,jackson_county,missouri,mo
29097,jasper_county,missouri,mo
29099,jefferson_county,missouri,mo
29101,johnson_county,missouri,mo
29103,knox_county,missouri,mo
29105,laclede_county,missouri,mo
29107,lafayette_county,missouri,mo
29109,lawrence_county,missouri,mo
29111,lewis_county,missouri,mo
29113,lincoln_county,missouri,mo
29115,linn_county,missouri,mo
29117,livingston_county,missouri,mo
29119,mcdonald_county,missouri,mo
29121,macon_county,missouri,mo
29123,madison_county,missouri,mo
29125,maries_county,missouri,mo
29127,marion_county,missouri,mo
29129,mercer_county,missouri,mo
29131,miller_county,missouri,mo
29133,mississippi_county,missouri,mo
29135,moniteau_county,missouri,mo
29137,monroe_county,missouri,mo
29139,montgomery_county,missouri,mo
29141,morgan_county,missouri,mo
29143,new_madrid_county,missouri,mo
29145,newton_county,missouri,mo
29147,nodaway_county,missouri,mo
29149,oregon_county,missouri,mo
29151,osage_county,missouri,mo
29153,ozark_county,missouri,mo
29155,pemiscot_county,missouri,mo
29157,perry_county,missouri,mo
29159,pettis_county,missouri,mo
29161,phelps_county,missouri,mo
29163,pike_county,missouri,mo
29165,platte_county,missouri,mo
29167,polk_county,missouri,mo
29169,pulaski_county,missouri,mo
29171,putnam_county,missouri,mo
29173,ralls_county,missouri,mo
29175,randolph_county,missouri,mo
29177,ray_county,missouri,mo
29179,reynolds_county,missouri,mo
29181,ripley_county,missouri,mo
29183,st._charles_county,missouri,mo
29185,st._clair_county,missouri,mo
29186,ste._genevieve_county,missouri,mo
29187,st._francois_county,missouri,mo
29189,st._louis_county,missouri,mo
29195,saline_county,missouri,mo
29197,schuyler_county,missouri,mo
29199,scotland_county,missouri,mo
29201,scott_county,missouri,mo
29203,shannon_county,missouri,mo
29205,shelby_county,missouri,mo
29207,stoddard_county,missouri,mo
29209,stone_county,missouri,mo
29211,sullivan_county,missouri,mo
29213,taney_county,missouri,mo
29215,texas_county,missouri,mo
29217,vernon_county,missouri,mo
29219,warren_county,missouri,mo
29221,washington_county,missouri,mo
29223,wayne_county,missouri,mo
29225,webster_county,missouri,mo
29227,worth_county,missouri,mo
29229,wright_county,missouri,mo
29510,st._louis_city,missouri,mo
30000,montana,montana,mt
30001,beaverhead_county,montana,mt
30003,big_horn_county,montana,mt
30005,blaine_county,montana,mt
30007,broadwater_county,montana,mt
30009,carbon_county,montana,mt
30011,carter_county,montana,mt
30013,cascade_county,montana,mt
30015,chouteau_county,montana,mt
30017,custer_county,montana,mt
30019,daniels_county,montana,mt
30021,dawson_county,montana,mt
30023,deer_lodge_county,montana,mt
30025,fallon_county,montana,mt
30027,fergus_county,montana,mt
30029,flathead_county,montana,mt
30031,gallatin_county,montana,mt
30033,garfield_county,montana,mt
30035,glacier_county,montana,mt
30037,golden_valley_county,montana,mt
30039,granite_county,montana,mt
30041,hill_county,montana,mt
30043,jefferson_county,montana,mt
30045,judith_basin_county,montana,mt
30047,lake_county,montana,mt
30049,lewis_and_clark_county,montana,mt
30051,liberty_county,montana,mt
30053,lincoln_county,montana,mt
30055,mccone_county,montana,mt
30057,madison_county,montana,mt
30059,meagher_county,montana,mt
30061,mineral_county,montana,mt
30063,missoula_county,montana,mt
30065,musselshell_county,montana,mt
30067,park_county,montana,mt
30069,petroleum_county,montana,mt
30071,phillips_county,montana,mt
30073,pondera_county,montana,mt
30075,powder_river_county,montana,mt
30077,powell_county,montana,mt
30079,prairie_county,montana,mt
30081,ravalli_county,montana,mt
30083,richland_county,montana,mt
30085,roosevelt_county,montana,mt
30087,rosebud_county,montana,mt
30089,sanders_county,montana,mt
30091,sheridan_county,montana,mt
30093,silver_bow_county,montana,mt
30095,stillwater_county,montana,mt
30097,sweet_grass_county,montana,mt
30099,teton_county,montana,mt
30101,toole_county,montana,mt
30103,treasure_county,montana,mt
30105,valley_county,montana,mt
30107,wheatland_county,montana,mt
30109,wibaux_county,montana,mt
30111,yellowstone_county,montana,mt
30113,yellowstone_national_park,montana,mt
31000,nebraska,nebraska,ne
31001,adams_county,nebraska,ne
31003,antelope_county,nebraska,ne
31005,arthur_county,nebraska,ne
31007,banner_county,nebraska,ne
31009,blaine_county,nebraska,ne
31011,boone_county,nebraska,ne
31013,box_butte_county,nebraska,ne
31015,boyd_county,nebraska,ne
31017,brown_county,nebraska,ne
31019,buffalo_county,nebraska,ne
31021,burt_county,nebraska,ne
31023,butler_county,nebraska,ne
31025,cass_county,nebraska,ne
31027,cedar_county,nebraska,ne
31029,chase_county,nebraska,ne
31031,cherry_county,nebraska,ne
31033,cheyenne_county,nebraska,ne
31035,clay_county,nebraska,ne
31037,colfax_county,nebraska,ne
31039,cuming_county,nebraska,ne
31041,custer_county,nebraska,ne
31043,dakota_county,nebraska,ne
31045,dawes_county,nebraska,ne
31047,dawson_county,nebraska,ne
31049,deuel_county,nebraska,ne
31051,dixon_county,nebraska,ne
31053,dodge_county,nebraska,ne
31055,douglas_county,nebraska,ne
31057,dundy_county,nebraska,ne
31059,fillmore_county,nebraska,ne
31061,franklin_county,nebraska,ne
31063,frontier_county,nebraska,ne
31065,furnas_county,nebraska,ne
31067,gage_county,nebraska,ne
31069,garden_county,nebraska,ne
31071,garfield_county,nebraska,ne
31073,gosper_county,nebraska,ne
31075,grant_county,nebraska,ne
31077,greeley_county,nebraska,ne
31079,hall_county,nebraska,ne
31081,hamilton_county,nebraska,ne
31083,harlan_county,nebraska,ne
31085,hayes_county,nebraska,ne
31087,hitchcock_county,nebraska,ne
31089,holt_county,nebraska,ne
31091,hooker_county,nebraska,ne
31093,howard_county,nebraska,ne
31095,jefferson_county,nebraska,ne
31097,johnson_county,nebraska,ne
31099,kearney_county,nebraska,ne
31101,keith_county,nebraska,ne
31103,keya_paha_county,nebraska,ne
31105,kimball_county,nebraska,ne
31107,knox_county,nebraska,ne
31109,lancaster_county,nebraska,ne
31111,lincoln_county,nebraska,ne
