fips,county,state,abbr
05041,desha_county,arkansas,ar
05043,drew_county,arkansas,ar
05045,faulkner_county,arkansas,ar
05047,franklin_county,arkansas,ar
05049,fulton_county,arkansas,ar
05051,garland_county,arkansas,ar
05053,grant_county,arkansas,ar
05055,greene_county,arkansas,ar
05057,hempstead_county,arkansas,ar
05059,hot_spring_county,arkansas,ar
05061,howard_county,arkansas,ar
05063,independence_county,arkansas,ar
05065,izard_county,arkansas,ar
05067,jackson_county,arkansas,ar
05069,jefferson_county,arkansas,ar
05071,johnson_county,arkansas,ar
05073,lafayette_county,arkansas,ar
05075,lawrence_county,arkansas,ar
05077,lee_county,arkansas,ar
05079,lincoln_county,arkansas,ar
05081,little_river_county,arkansas,ar
05083,logan_county,arkansas,ar
05085,lonoke_county,arkansas,ar
05087,madison_county,arkansas,ar
05089,marion_county,arkansas,ar
05091,miller_county,arkansas,ar
05093,mississippi_county,arkansas,ar
05095,monroe_county,arkansas,ar
05097,montgomery_county,arkansas,ar
05099,nevada_county,arkansas,ar
05101,newton_county,arkansas,ar
05103,ouachita_county,arkansas,ar
05105,perry_county,arkansas,ar
05107,phillips_county,arkansas,ar
05109,pike_county,arkansas,ar
05111,poinsett_county,arkansas,ar
05113,polk_county,arkansas,ar
05115,pope_county,arkansas,ar
05117,prairie_county,arkansas,ar
05119,pulaski_county,arkansas,ar
05121,randolph_county,arkansas,ar
05123,st._francis_county,arkansas,ar
05125,saline_county,arkansas,ar
05127,scott_county,arkansas,ar
05129,searcy_county,arkansas,ar
05131,sebastian_county,arkansas,ar
05133,sevier_county,arkansas,ar
05135,sharp_county,arkansas,ar
05137,stone_county,arkansas,ar
05139,union_county,arkansas,ar
05141,van_buren_county,arkansas,ar
05143,washington_county,arkansas,ar
05145,white_county,arkansas,ar
05147,woodruff_county,arkansas,ar
05149,yell_county,arkansas,ar
06000,california,california,ca
06001,alameda_county,california,ca
06003,alpine_county,california,ca
06005,amador_county,california,ca
06007,butte_county,california,ca
06009,calaveras_county,california,ca
06011,colusa_county,california,ca
06013,contra_costa_county,california,ca
06015,del_norte_county,california,ca
06017,el_dorado_county,california,ca
06019,fresno_county,california,ca
06021,glenn_county,california,ca
06023,humboldt_county,california,ca
06025,imperial_county,california,ca
06027,inyo_county,california,ca
06029,kern_county,california,ca
06031,kings_county,california,ca
06033,lake_county,california,ca
06035,lassen_county,california,ca
06037,los_angeles_county,california,ca
06039,madera_county,california,ca
06041,marin_county,california,ca
06043,mariposa_county,california,ca
06045,mendocino_county,california,ca
06047,merced_county,california,ca
06049,modoc_county,california,ca
06051,mono_county,california,ca
06053,monterey_county,california,ca
06055,napa_county,california,ca
06057,nevada_county,california,ca
06059,orange_county,california,ca
06061,placer_county,california,ca
06063,plumas_county,california,ca
06065,riverside_county,california,ca
06067,sacramento_county,california,ca
06069,san_benito_county,california,ca
06071,san_bernardino_county,california,ca
06073,san_diego_county,california,ca
06075,san_francisco_county,california,ca
06077,san_joaquin_county,california,ca
06079,san_luis_obispo_county,california,ca
06081,san_mateo_county,california,ca
06083,santa_barbara_county,california,ca
06085,santa_clara_county,california,ca
06087,santa_cruz_county,california,ca
06089,shasta_county,california,ca
06091,sierra_county,california,ca
06093,siskiyou_county,california,ca
06095,solano_county,california,ca
06097,sonoma_county,california,ca
06099,stanislaus_county,california,ca
06101,sutter_county,california,ca
06103,tehama_county,california,ca
06105,trinity_county,california,ca
06107,tulare_county,california,ca
06109,tuolumne_county,california,ca
06111,ventura_county,california,ca
06113,yolo_county,california,ca
06115,yuba_county,california,ca
08000,colorado,colorado,co
08001,adams_county,colorado,co
08003,alamosa_county,colorado,co
08005,arapahoe_county,colorado,co
08007,archuleta_county,colorado,co
08009,baca_county,colorado,co
08011,bent_county,colorado,co
08013,boulder_county,colorado,co
08015,chaffee_county,colorado,co
08017,cheyenne_county,colorado,co
08019,clear_creek_county,colorado,co
08021,conejos_county,colorado,co
08023,costilla_county,colorado,co
08025,crowley_county,colorado,co
08027,custer_county,colorado,co
08029,delta_county,colorado,co
08031,denver_county,colorado,co
08033,dolores_county,colorado,co
08035,douglas_county,colorado,co
08037,eagle_county,colorado,co
08039,elbert_county,colorado,co
08041,el_paso_county,colorado,co
08043,fremont_county,colorado,co
08045,garfield_county,colorado,co
08047,gilpin_county,colorado,co
08049,grand_county,colorado,co
08051,gunnison_county,colorado,co
08053,hinsdale_county,colorado,co
08055,huerfano_county,colorado,co
08057,jackson_county,colorado,co
08059,jefferson_county,colorado,co
08061,kiowa_county,colorado,co
08063,kit_carson_county,colorado,co
08065,lake_county,colorado,co
08067,la_plata_county,colorado,co
08069,larimer_county,colorado,co
08071,las_animas_county,colorado,co
08073,lincoln_county,colorado,co
08075,logan_county,colorado,co
08077,mesa_county,colorado,co
08079,mineral_county,colorado,co
08081,moffat_county,colorado,co
08083,montezuma_county,colorado,co
08085,montrose_county,colorado,co
08087,morgan_county,colorado,co
08089,otero_county,colorado,co
08091,ouray_county,colorado,co
08093,park_county,colorado,co
08095,phillips_county,colorado,co
08097,pitkin_county,colorado,co
08099,prowers_county,colorado,co
08101,pueblo_county,colorado,co
08103,rio_blanco_county,colorado,co
08105,rio_grande_county,colorado,co
08107,routt_county,colorado,co
08109,saguache_county,colorado,co
08111,san_juan_county,colorado,co
08113,san_miguel_county,colorado,co
08115,sedgwick_county,colorado,co
08117,summit_county,colorado,co
08119,teller_county,colorado,co
08121,washington_county,colorado,co
08123,weld_county,colorado,co
08125,yuma_county,colorado,co
09000,connecticut,connecticut,ct
09001,fairfield_county,connecticut,ct
09003,hartford_county,connecticut,ct
09005,litchfield_county,connecticut,ct
09007,middlesex_county,connecticut,ct
09009,new_haven_county,connecticut,ct
09011,new_london_county,connecticut,ct
09013,tolland_county,connecticut,ct
09015,windham_county,connecticut,ct
10000,delaware,delaware,de
10001,kent_county,delaware,de
10003,new_castle_county,delaware,de
10005,sussex_county,delaware,de
11000,district_of_columbia,district_of_columbia,dc
11001,district_of_columbia,district_of_columbia,dc
12000,florida,florida,fl
12001,alachua_county,florida,fl
12003,baker_county,florida,fl
12005,bay_county,florida,fl
12007,bradford_county,florida,fl
12009,brevard_county,florida,fl
12011,broward_county,florida,fl
12013,calhoun_county,florida,fl
12015,charlotte_county,florida,fl
12017,citrus_county,florida,fl
12019,clay_county,florida,fl
12021,collier_county,florida,fl
12023,columbia_county,florida,fl
12025,dade_county,florida,fl
12027,desoto_county,florida,fl
12029,dixie_county,florida,fl
12031,duval_county,florida,fl
12033,escambia_county,florida,fl
12035,flagler_county,florida,fl
12037,franklin_county,florida,fl
12039,gadsden_county,florida,fl
12041,gilchrist_county,florida,fl
12043,glades_county,florida,fl
12045,gulf_county,florida,fl
12047,hamilton_county,florida,fl
12049,hardee_county,florida,fl
12051,hendry_county,florida,fl
12053,hernando_county,florida,fl
12055,highlands_county,florida,fl
12057,hillsborough_county,florida,fl
12059,holmes_county,florida,fl
12061,indian_river_county,florida,fl
12063,jackson_county,florida,fl
12065,jefferson_county,florida,fl
12067,lafayette_county,florida,fl
12069,lake_county,florida,fl
12071,lee_county,florida,fl
12073,leon_county,florida,fl
12075,levy_county,florida,fl
12077,liberty_county,florida,fl
12079,madison_county,florida,fl
12081,manatee_county,florida,fl
12083,marion_county,florida,fl
12085,martin_county,florida,fl
12087,monroe_county,florida,fl
12089,nassau_county,florida,fl
12091,okaloosa_county,florida,fl
12093,okeechobee_county,florida,fl
12095,orange_county,florida,fl
12097,osceola_county,florida,fl
12099,palm_beach_county,florida,fl
12101,pasco_county,florida,fl
12103,pinellas_county,florida,fl
12105,polk_county,florida,fl
12107,putnam_county,florida,fl
12109,st._johns_county,florida,fl
12111,st._lucie_county,florida,fl
12113,santa_rosa_county,florida,fl
12115,sarasota_county,florida,fl
12117,seminole_county,florida,fl
12119,sumter_county,florida,fl
12121,suwannee_county,florida,fl
12123,taylor_county,florida,fl
12125,union_county,florida,fl
12127,volusia_county,florida,fl
12129,wakulla_county,florida,fl
12131,walton_county,florida,fl
12133,washington_county,florida,fl
13000,georgia,georgia,ga
13001,appling_county,georgia,ga
13003,atkinson_county,georgia,ga
13005,bacon_county,georgia,ga
13007,baker_county,georgia,ga
13009,baldwin_county,georgia,ga
13011,banks_county,georgia,ga
13013,barrow_county,georgia,ga
13015,bartow_county,georgia,ga
13017,ben_hill_county,georgia,ga
13019,berrien_county,georgia,ga
13021,bibb_county,georgia,ga
13023,bleckley_county,georgia,ga
13025,brantley_county,georgia,ga
13027,brooks_county,georgia,ga
13029,bryan_county,georgia,ga
13031,bulloch_county,georgia,ga
13033,burke_county,georgia,ga
13035,butts_county,georgia,ga
13037,calhoun_county,georgia,ga
13039,camden_county,georgia,ga
13043,candler_county,georgia,ga
13045,carroll_county,georgia,ga
13047,catoosa_county,georgia,ga
13049,charlton_county,georgia,ga
13051,chatham_county,georgia,ga
13053,chattahoochee_county,georgia,ga
13055,chattooga_county,georgia,ga
13057,cherokee_county,georgia,ga
13059,clarke_county,georgia,ga
13061,clay_county,georgia,ga
13063,clayton_county,georgia,ga
13065,clinch_county,georgia,ga
13067,cobb_county,georgia,ga
13069,coffee_county,georgia,ga
13071,colquitt_county,georgia,ga
13073,columbia_county,georgia,ga
13075,cook_county,georgia,ga
13077,coweta_county,georgia,ga
13079,crawford_county,georgia,ga
13081,crisp_county,georgia,ga
13083,dade_county,georgia,ga
13085,dawson_county,georgia,ga
13087,decatur_county,georgia,ga
13089,dekalb_county,georgia,ga
13091,dodge_county,georgia,ga
13093,dooly_county,georgia,ga
13095,dougherty_county,georgia,ga
13097,douglas_county,georgia,ga
13099,early_county,georgia,ga
13101,echols_county,georgia,ga
13103,effingham_county,georgia,ga
13105,elbert_county,georgia,ga
13107,emanuel_county,georgia,ga
13109,evans_county,georgia,ga
13111,fannin_county,georgia,ga
13113,fayette_county,georgia,ga
13115,floyd_county,georgia,ga
13117,forsyth_county,georgia,ga
13119,franklin_county,georgia,ga
13121,fulton_county,georgia,ga
13123,gilmer_county,georgia,ga
13125,glascock_county,georgia,ga
13127,glynn_county,georgia,ga
13129,gordon_county,georgia,ga
13131,grady_county,georgia,ga
13133,greene_county,georgia,ga
13135,gwinnett_county,georgia,ga
13137,habersham_county,georgia,ga
13139,hall_county,georgia,ga
13141,hancock_county,georgia,ga
13143,haralson_county,georgia,ga
13145,harris_county,georgia,ga
13147,hart_county,georgia,ga
13149,heard_county,georgia,ga
13151,henry_county,georgia,ga
13153,houston_county,georgia,ga
13155,irwin_county,georgia,ga
13157,jackson_county,georgia,ga
13159,jasper_county,georgia,ga
13161,jeff_davis_county,georgia,ga
13163,jefferson_county,georgia,ga
13165,jenkins_county,georgia,ga
13167,johnson_county,georgia,ga
13169,jones_county,georgia,ga
13171,lamar_county,georgia,ga
13173,lanier_county,georgia,ga
13175,laurens_county,georgia,ga
13177,lee_county,georgia,ga
13179,liberty_county,georgia,ga
13181,lincoln_county,georgia,ga
13183,long_county,georgia,ga
13185,lowndes_county,georgia,ga
13187,lumpkin_county,georgia,ga
13189,mcduffie_county,georgia,ga
13191,mcintosh_county,georgia,ga
13193,macon_county,georgia,ga
13195,madison_county,georgia,ga
13197,marion_county,georgia,ga
13199,meriwether_county,georgia,ga
13201,miller_county,georgia,ga
13205,mitchell_county,georgia,ga
13207,monroe_county,georgia,ga
13209,montgomery_county,georgia,ga
13211,morgan_county,georgia,ga
13213,murray_county,georgia,ga
13215,muscogee_county,georgia,ga
13217,newton_county,georgia,ga
13219,oconee_county,georgia,ga
13221,oglethorpe_county,georgia,ga
13223,paulding_county,georgia,ga
13225,peach_county,georgia,ga
13227,pickens_county,georgia,ga
13229,pierce_county,georgia,ga
13231,pike_county,georgia,ga
13233,polk_county,georgia,ga
13235,pulaski_county,georgia,ga
13237,putnam_county,georgia,ga
13239,quitman_county,georgia,ga
13241,rabun_county,georgia,ga
13243,randolph_county,georgia,ga
13245,richmond_county,georgia,ga
13247,rockdale_county,georgia,ga
13249,schley_county,georgia,ga
13251,screven_county,georgia,ga
13253,seminole_county,georgia,ga
13255,spalding_county,georgia,ga
13257,stephens_county,georgia,ga
13259,stewart_county,georgia,ga
13261,sumter_county,georgia,ga
13263,talbot_county,georgia,ga
13265,taliaferro_county,georgia,ga
13267,tattnall_county,georgia,ga
13269,taylor_county,georgia,ga
13271,telfair_county,georgia,ga
13273,terrell_county,georgia,ga
13275,thomas_county,georgia,ga
13277,tift_county,georgia,ga
13279,toombs_county,georgia,ga
13281,towns_county,georgia,ga
13283,treutlen_county,georgia,ga
13285,troup_county,georgia,ga
13287,turner_county,georgia,ga
13289,twiggs_county,georgia,ga
13291,union_county,georgia,ga
13293,upson_county,georgia,ga
13295,walker_county,georgia,ga
13297,walton_county,georgia,ga
13299,ware_county,georgia,ga
13301,warren_county,georgia,ga
13303,washington_county,georgia,ga
13305,wayne_county,georgia,ga
13307,webster_county,georgia,ga
13309,wheeler_county,georgia,ga
13311,white_county,georgia,ga
13313,whitfield_county,georgia,ga
13315,wilcox_county,georgia,ga
13317,wilkes_county,georgia,ga
13319,wilkinson_county,georgia,ga
13321,worth_county,georgia,ga
15000,hawaii,hawaii,hi
15001,hawaii_county,hawaii,hi
15003,honolulu_county,hawaii,hi
15005,kalawao_county,hawaii,hi
15007,kauai_county,hawaii,hi
15009,maui_county,hawaii,hi
16000,idaho,idaho,id
16001,ada_county,idaho,id
16003,adams_county,idaho,id
16005,bannock_county,idaho,id
16007,bear_lake_county,idaho,id
16009,benewah_county,idaho,id
16011,bingham_county,idaho,id
16013,blaine_county,idaho,id
16015,boise_county,idaho,id
16017,bonner_county,idaho,id
16019,bonneville_county,idaho,id
16021,boundary_county,idaho,id
16023,butte_county,idaho,id
16025,camas_county,idaho,id
16027,canyon_county,idaho,id
16029,caribou_county,idaho,id
16031,cassia_county,idaho,id
16033,clark_county,idaho,id
16035,clearwater_county,idaho,id
16037,custer_county,idaho,id
16039,elmore_county,idaho,id
16041,franklin_county,idaho,id
16043,fremont_county,idaho,id
16045,gem_county,idaho,id
16047,gooding_county,idaho,id
16049,idaho_county,idaho,id
16051,jefferson_county,idaho,id
16053,jerome_county,idaho,id
16055,kootenai_county,idaho,id
16057,latah_county,idaho,id
16059,lemhi_county,idaho,id
16061,lewis_county,idaho,id
16063,lincoln_county,idaho,id
16065,madison_county,idaho,id
16067,minidoka_county,idaho,id
16069,nez_perce_county,idaho,id
16071,oneida_county,idaho,id
16073,owyhee_county,idaho,id
16075,payette_county,idaho,id
16077,power_county,idaho,id
16079,shoshone_county,idaho,id
16081,teton_county,idaho,id
16083,twin_falls_county,idaho,id
16085,valley_county,idaho,id
16087,washington_county,idaho,id
17000,illinois,illinois,il
17001,adams_county,illinois,il
17003,alexander_county,illinois,il
17005,bond_county,illinois,il
17007,boone_county,illinois,il
17009,brown_county,illinois,il
17011,bureau_county,illinois,il
17013,calhoun_county,illinois,il
17015,carroll_county,illinois,il
17017,cass_county,illinois,il
17019,champaign_county,illinois,il
17021,christian_county,illinois,il
17023,clark_county,illinois,il
17025,clay_county,illinois,il
17027,clinton_county,illinois,il
17029,coles_county,illinois,il
17031,cook_county,illinois,il
17033,crawford_county,illinois,il
17035,cumberland_county,illinois,il
17037,dekalb_county,illinois,il
17039,de_witt_county,illinois,il
17041,douglas_county,illinois,il
17043,dupage_county,illinois,il
17045,edgar_county,illinois,il
17047,edwards_county,illinois,il
17049,effingham_county,illinois,il
17051,fayette_county,illinois,il
17053,ford_county,illinois,il
17055,franklin_county,illinois,il
17057,fulton_county,illinois,il
17059,gallatin_county,illinois,il
17061,greene_county,illinois,il
17063,grundy_county,illinois,il
17065,hamilton_county,illinois,il
17067,hancock_county,illinois,il
17069,hardin_county,illinois,il
17071,henderson_county,illinois,il
17073,henry_county,illinois,il
17075,iroquois_county,illinois,il
17077,jackson_county,illinois,il
17079,jasper_county,illinois,il
17081,jefferson_county,illinois,il
17083,jersey_county,illinois,il
17085,jo_daviess_county,illinois,il
17087,johnson_county,illinois,il
17089,kane_county,illinois,il
17091,kankakee_county,illinois,il
17093,kendall_county,illinois,il
17095,knox_county,illinois,il
17097,lake_county,illinois,il
17099,la_salle_county,illinois,il
17101,lawrence_county,illinois,il
17103,lee_county,illinois,il
17105,livingston_county,illinois,il
17107,logan_county,illinois,il
17109,mcdonough_county,illinois,il
17111,mchenry_county,illinois,il
17113,mclean_county,illinois,il
17115,macon_county,illinois,il
17117,macoupin_county,illinois,il
17119,madison_county,illinois,il
17121,marion_county,illinois,il
17123,marshall_county,illinois,il
17125,mason_county,illinois,il
17127,massac_county,illinois,il
17129,menard_county,illinois,il
17131,mercer_county,illinois,il
17133,monroe_county,illinois,il
17135,montgomery_county,illinois,il
17137,morgan_county,illinois,il
17139,moultrie_county,illinois,il
17141,ogle_county,illinois,il
17143,peoria_county,illinois,il
17145,perry_county,illinois,il
17147,piatt_county,illinois,il
17149,pike_county,illinois,il
17151,pope_county,illinois,il
17153,pulaski_county,illinois,il
17155,putnam_county,illinois,il
17157,randolph_county,illinois,il
17159,richland_county,illinois,il
17161,rock_island_county,illinois,il
17163,st._clair_county,illinois,il
17165,saline_county,illinois,il
17167,sangamon_county,illinois,il
17169,schuyler_county,illinois,il
17171,scott_county,illinois,il
17173,shelby_county,illinois,il
17175,stark_county,illinois,il
17177,stephenson_county,illinois,il
17179,tazewell_county,illinois,il
17181,union_county,illinois,il
17183,vermilion_county,illinois,il
17185,wabash_county,illinois,il
17187,warren_county,illinois,il
17189,washington_county,illinois,il
17191,wayne_county,illinois,il
17193,white_county,illinois,il
17195,whiteside_county,illinois,il
17197,will_county,illinois,il
17199,williamson_county,illinois,il
17201,winnebago_county,illinois,il
17203,woodford_county,illinois,il
18000,indiana,indiana,in
18001,adams_county,indiana,in
18003,allen_county,indiana,in
18005,bartholomew_county,indiana,in
18007,benton_county,indiana,in
18009,blackford_county,indiana,in
18011,boone_county,indiana,in
18013,brown_county,indiana,in
18015,carroll_county,indiana,in
18017,cass_county,indiana,in
18019,clark_county,indiana,in
18021,clay_county,indiana,in
18023,clinton_county,indiana,in
18025,crawford_county,indiana,in
18027,daviess_county,indiana,in
18029,dearborn_county,indiana,in
18031,decatur_county,indiana,in
18033,de_kalb_county,indiana,in
18035,delaware_county,indiana,in
18037,dubois_county,indiana,in
18039,elkhart_county,indiana,in
18041,fayette_county,indiana,in
18043,floyd_county,indiana,in
18045,fountain_county,indiana,in
18047,franklin_county,indiana,in
18049,fulton_county,indiana,in
18051,gibson_county,indiana,in
18053,grant_county,indiana,in
18055,greene_county,indiana,in
18057,hamilton_county,indiana,in
18059,hancock_county,indiana,in
18061,harrison_county,indiana,in
18063,hendricks_county,indiana,in
18065,henry_county,indiana,in
18067,howard_county,indiana,in
18069,huntington_county,indiana,in
18071,jackson_county,indiana,in
18073,jasper_county,indiana,in
18075,jay_county,indiana,in
18077,jefferson_county,indiana,in
18079,jennings_county,indiana,in
18081,johnson_county,indiana,in
18083,knox_county,indiana,in
18085,kosciusko_county,indiana,in
18087,lagrange_county,indiana,in
18089,lake_county,indiana,in
18091,la_porte_county,indiana,in
18093,lawrence_county,indiana,in
18095,madison_county,indiana,in
18097,marion_county,indiana,in
18099,marshall_county,indiana,in
18101,martin_county,indiana,in
18103,miami_county,indiana,in
18105,monroe_county,indiana,in
18107,montgomery_county,indiana,in
18109,morgan_county,indiana,in
18111,newton_county,indiana,in
18113,noble_county,indiana,in
18115,ohio_county,indiana,in
18117,orange_county,indiana,in
18119,owen_county,indiana,in
18121,parke_county,indiana,in
18123,perry_county,indiana,in
18125,pike_county,indiana,in
18127,porter_county,indiana,in
18129,posey_county,indiana,in
18131,pulaski_county,indiana,in
18133,putnam_county,indiana,in
18135,randolph_county,indiana,in
18137,ripley_county,indiana,in
18139,rush_county,indiana,in
18141,st._joseph_county,indiana,in
18143,scott_county,indiana,in
18145,shelby_county,indiana,in
18147,spencer_county,indiana,in
18149,starke_county,indiana,in
18151,steuben_county,indiana,in
18153,sullivan_county,indiana,in
18155,switzerland_county,indiana,in
18157,tippecanoe_county,indiana,in
18159,tipton_county,indiana,in
18161,union_county,indiana,in
18163,vanderburgh_county,indiana,in
18165,vermillion_county,indiana,in
18167,vigo_county,indiana,in
18169,wabash_county,indiana,in
18171,warren_county,indiana,in
18173,warrick_county,indiana,in
18175,washington_county,indiana,in
18177,wayne_county,indiana,in
18179,wells_county,indiana,in
18181,white_county,indiana,in
18183,whitley_county,indiana,in
19000,iowa,iowa,ia
19001,adair_county,iowa,ia
19003,adams_county,iowa,ia
19005,allamakee_county,iowa,ia
19007,appanoose_county,iowa,ia
19009,audubon_county,iowa,ia
19011,benton_county,iowa,ia
19013,black_hawk_county,iowa,ia
19015,boone_county,iowa,ia
19017,bremer_county,iowa,ia
19019,buchanan_county,iowa,ia
19021,buena_vista_county,iowa,ia
19023,butler_county,iowa,ia
19025,calhoun_county,iowa,ia
19027,carroll_county,iowa,ia
19029,cass_county,iowa,ia
19031,cedar_county,iowa,ia
19033,cerro_gordo_county,iowa,ia
19035,cherokee_county,iowa,ia
19037,chickasaw_county,iowa,ia
19039,clarke_county,iowa,ia
19041,clay_county,iowa,ia
19043,clayton_county,iowa,ia
19045,clinton_county,iowa,ia
19047,crawford_county,iowa,ia
19049,dallas_county,iowa,ia
19051,davis_county,iowa,ia
19053,decatur_county,iowa,ia
19055,delaware_county,iowa,ia
19057,des_moines_county,iowa,ia
19059,dickinson_county,iowa,ia
19061,dubuque_county,iowa,ia
19063,emmet_county,iowa,ia
19065,fayette_county,iowa,ia
19067,floyd_county,iowa,ia
19069,franklin_county,iowa,ia
19071,fremont_county,iowa,ia
19073,greene_county,iowa,ia
19075,grundy_county,iowa,ia
19077,guthrie_county,iowa,ia
19079,hamilton_county,iowa,ia
19081,hancock_county,iowa,ia
19083,hardin_county,iowa,ia
19085,harrison_county,iowa,ia
19087,henry_county,iowa,ia
19089,howard_county,iowa,ia
19091,humboldt_county,iowa,ia
19093,ida_county,iowa,ia
19095,iowa_county,iowa,ia
19097,jackson_county,iowa,ia
19099,jasper_county,iowa,ia
19101,jefferson_county,iowa,ia
19103,johnson_county,iowa,ia
19105,jones_county,iowa,ia
19107,keokuk_county,iowa,ia
19109,kossuth_county,iowa,ia
19111,lee_county,iowa,ia
19113,linn_county,iowa,ia
19115,louisa_county,iowa,ia
19117,lucas_county,iowa,ia
19119,lyon_county,iowa,ia
19121,madison_county,iowa,ia
19123,mahaska_county,iowa,ia
19125,marion_county,iowa,ia
19127,marshall_county,iowa,ia
19129,mills_county,iowa,ia
19131,mitchell_county,iowa,ia
19133,monona_county,iowa,ia
19135,monroe_county,iowa,ia
19137,montgomery_county,iowa,ia
19139,muscatine_county,iowa,ia
19141,o,iowa,ia
19143,osceola_county,iowa,ia
19145,page_county,iowa,ia
19147,palo_alto_county,iowa,ia
19149,plymouth_county,iowa,ia
19151,pocahontas_county,iowa,ia
19153,polk_county,iowa,ia
19155,pottawattamie_county,iowa,ia
19157,poweshiek_county,iowa,ia
19159,ringgold_county,iowa,ia
19161,sac_county,iowa,ia
19163,scott_county,iowa,ia
19165,shelby_county,iowa,ia
19167,sioux_county,iowa,ia
19169,story_county,iowa,ia
19171,tama_county,iowa,ia
19173,taylor_county,iowa,ia
19175,union_county,iowa,ia
19177,van_buren_county,iowa,ia
19179,wapello_county,iowa,ia
