fip,perc_coverage,address_median,address_std
17007.csv.xz,0.0,,
17021.csv.xz,0.0,,
28071.csv.xz,0.0,,
33011.csv.xz,0.0,,
06115.csv.xz,0.0,,
31105.csv.xz,0.0,,
31083.csv.xz,0.0,,
06015.csv.xz,0.0,,
28139.csv.xz,0.0,,
48305.csv.xz,0.0,,
27109.csv.xz,0.0,,
21201.csv.xz,0.0,,
12097.csv.xz,0.0,,
72051.csv.xz,0.0,,
42109.csv.xz,0.0,,
12047.csv.xz,0.0,,
29133.csv.xz,0.0,,
41045.csv.xz,0.0,,
16015.csv.xz,0.0,,
21231.csv.xz,0.0,,
72133.csv.xz,0.0,,
72119.csv.xz,0.0,,
46059.csv.xz,0.0,,
42131.csv.xz,0.0,,
17167.csv.xz,0.0,,
21043.csv.xz,0.0,,
48029.csv.xz,0.0,,
06019.csv.xz,0.0,,
02170.csv.xz,0.0,,
40141.csv.xz,0.0,,
46111.csv.xz,0.0,,
22061.csv.xz,0.0,,
28069.csv.xz,0.0,,
45041.csv.xz,0.0,,
12083.csv.xz,0.0,,
22081.csv.xz,0.0,,
40149.csv.xz,0.0,,
40063.csv.xz,0.0,,
45037.csv.xz,0.0,,
48107.csv.xz,0.0,,
26115.csv.xz,0.0,,
21045.csv.xz,0.0,,
22069.csv.xz,0.0,,
21021.csv.xz,0.0,,
12089.csv.xz,0.0,,
27089.csv.xz,0.0,,
28029.csv.xz,0.0,,
29031.csv.xz,0.0,,
31137.csv.xz,0.0,,
72019.csv.xz,0.0,,
29069.csv.xz,0.0,,
21017.csv.xz,0.0,,
26081.csv.xz,0.0,,
21125.csv.xz,0.0,,
27157.csv.xz,0.0,,
72139.csv.xz,0.0,,
29227.csv.xz,0.0,,
27169.csv.xz,0.0,,
40055.csv.xz,0.0,,
21097.csv.xz,0.0,,
28085.csv.xz,0.0,,
38025.csv.xz,0.0,,
12103.csv.xz,0.0,,
46127.csv.xz,0.0,,
16007.csv.xz,0.0,,
27043.csv.xz,0.0,,
26095.csv.xz,0.0,,
21209.csv.xz,0.0,,
72075.csv.xz,0.0,,
48413.csv.xz,0.0,,
21239.csv.xz,0.0,,
29065.csv.xz,0.0,,
54049.csv.xz,0.0,,
21153.csv.xz,0.0,,
22065.csv.xz,0.0,,
31087.csv.xz,0.0,,
19147.csv.xz,0.0,,
53029.csv.xz,0.0,,
31107.csv.xz,0.0,,
22125.csv.xz,0.0,,
26035.csv.xz,0.0,,
40017.csv.xz,0.0,,
48489.csv.xz,0.0,,
02066.csv.xz,0.0,,
45083.csv.xz,0.0,,
40011.csv.xz,0.0,,
27131.csv.xz,0.0,,
72093.csv.xz,0.0,,
20027.csv.xz,0.0,,
40099.csv.xz,0.0,,
45003.csv.xz,0.0,,
16081.csv.xz,0.0,,
21041.csv.xz,0.0,,
06067.csv.xz,0.0,,
42127.csv.xz,0.0,,
20179.csv.xz,0.0,,
16059.csv.xz,0.0,,
45089.csv.xz,0.0,,
28117.csv.xz,0.0,,
22073.csv.xz,0.0,,
28013.csv.xz,0.0,,
27031.csv.xz,0.0,,
19111.csv.xz,0.0,,
21147.csv.xz,0.0,,
17109.csv.xz,0.0,,
06101.csv.xz,0.0,,
53039.csv.xz,0.0,,
12129.csv.xz,0.0,,
12055.csv.xz,0.0,,
19119.csv.xz,0.0,,
20047.csv.xz,0.0,,
22001.csv.xz,0.0,,
29223.csv.xz,0.0,,
06031.csv.xz,0.0,,
22093.csv.xz,0.0,,
22003.csv.xz,0.0,,
42111.csv.xz,0.0,,
46033.csv.xz,0.0,,
22117.csv.xz,0.0,,
54077.csv.xz,0.0,,
54099.csv.xz,0.0,,
06065.csv.xz,0.0,,
31155.csv.xz,0.0,,
45071.csv.xz,0.0,,
06097.csv.xz,0.0,,
18023.csv.xz,0.0,,
29173.csv.xz,0.0,,
21103.csv.xz,0.0,,
02070.csv.xz,0.0,,
46119.csv.xz,0.0,,
28023.csv.xz,0.0,,
12023.csv.xz,0.0,,
28101.csv.xz,0.0,,
06069.csv.xz,0.0,,
22041.csv.xz,0.0,,
29015.csv.xz,0.0,,
26003.csv.xz,0.0,,
42053.csv.xz,0.0,,
54103.csv.xz,0.0,,
17099.csv.xz,0.0,,
46067.csv.xz,0.0,,
31015.csv.xz,0.0,,
16023.csv.xz,0.0,,
08057.csv.xz,0.0,,
72003.csv.xz,0.0,,
06095.csv.xz,0.0,,
17185.csv.xz,0.0,,
12035.csv.xz,0.0,,
20119.csv.xz,0.0,,
29035.csv.xz,0.0,,
29079.csv.xz,0.0,,
31033.csv.xz,0.0,,
26045.csv.xz,0.0,,
28043.csv.xz,0.0,,
20057.csv.xz,0.0,,
22079.csv.xz,0.0,,
21149.csv.xz,0.0,,
32007.csv.xz,0.0,,
40109.csv.xz,0.0,,
27111.csv.xz,0.0,,
31017.csv.xz,0.0,,
45009.csv.xz,0.0,,
33007.csv.xz,0.0,,
41025.csv.xz,0.0,,
22095.csv.xz,0.0,,
53059.csv.xz,0.0,,
26141.csv.xz,0.0,,
02150.csv.xz,0.0,,
06011.csv.xz,0.0,,
26055.csv.xz,0.0,,
31183.csv.xz,0.0,,
21105.csv.xz,0.0,,
42023.csv.xz,0.0,,
72129.csv.xz,0.0,,
27173.csv.xz,0.0,,
26101.csv.xz,0.0,,
32001.csv.xz,0.0,,
42093.csv.xz,0.0,,
22075.csv.xz,0.0,,
40087.csv.xz,0.0,,
28095.csv.xz,0.0,,
26021.csv.xz,0.0,,
22127.csv.xz,0.0,,
17121.csv.xz,0.0,,
53021.csv.xz,0.0,,
48405.csv.xz,0.0,,
27011.csv.xz,0.0,,
17147.csv.xz,0.0,,
17089.csv.xz,0.0,,
22025.csv.xz,0.0,,
16031.csv.xz,0.0,,
21187.csv.xz,0.0,,
21183.csv.xz,0.0,,
40069.csv.xz,0.0,,
16063.csv.xz,0.0,,
31121.csv.xz,0.0,,
21213.csv.xz,0.0,,
29147.csv.xz,0.0,,
26103.csv.xz,0.0,,
72131.csv.xz,0.0,,
06013.csv.xz,0.0,,
17077.csv.xz,0.0,,
46009.csv.xz,0.0,,
28039.csv.xz,0.0,,
21073.csv.xz,0.0,,
72045.csv.xz,0.0,,
31055.csv.xz,0.0,,
22015.csv.xz,0.0,,
45019.csv.xz,0.0,,
26015.csv.xz,0.0,,
38035.csv.xz,0.0,,
31051.csv.xz,0.0,,
12049.csv.xz,0.0,,
27081.csv.xz,0.0,,
54009.csv.xz,0.0,,
72021.csv.xz,0.0,,
08025.csv.xz,0.0,,
12109.csv.xz,0.0,,
40075.csv.xz,0.0,,
72151.csv.xz,0.0,,
16005.csv.xz,0.0,,
02063.csv.xz,0.0,,
45007.csv.xz,0.0,,
40077.csv.xz,0.0,,
22099.csv.xz,0.0,,
17163.csv.xz,0.0,,
41047.csv.xz,0.0,,
31179.csv.xz,0.0,,
54019.csv.xz,0.0,,
17011.csv.xz,0.0,,
21119.csv.xz,0.0,,
12123.csv.xz,0.0,,
12065.csv.xz,0.0,,
54069.csv.xz,0.0,,
22029.csv.xz,0.0,,
46047.csv.xz,0.0,,
42107.csv.xz,0.0,,
26113.csv.xz,0.0,,
31027.csv.xz,0.0,,
45053.csv.xz,0.0,,
21011.csv.xz,0.0,,
53053.csv.xz,0.0,,
28011.csv.xz,0.0,,
31023.csv.xz,0.0,,
17031.csv.xz,0.0,,
26105.csv.xz,0.0,,
41029.csv.xz,0.0,,
72113.csv.xz,0.0,,
08105.csv.xz,0.0,,
29005.csv.xz,0.0,,
17169.csv.xz,0.0,,
31013.csv.xz,0.0,,
21185.csv.xz,0.0,,
45025.csv.xz,0.0,,
12005.csv.xz,0.0,,
31165.csv.xz,0.0,,
02100.csv.xz,0.0,,
18129.csv.xz,0.0,,
12069.csv.xz,0.0,,
27041.csv.xz,0.0,,
54053.csv.xz,0.0,,
08081.csv.xz,0.0,,
21059.csv.xz,0.0,,
12085.csv.xz,0.0,,
22087.csv.xz,0.0,,
22071.csv.xz,0.0,,
15001.csv.xz,0.0,,
72005.csv.xz,0.0,,
54061.csv.xz,0.0,,
26139.csv.xz,0.0,,
16013.csv.xz,0.0,,
22013.csv.xz,0.0,,
28093.csv.xz,0.0,,
42081.csv.xz,0.0,,
72125.csv.xz,0.0,,
31047.csv.xz,0.0,,
27137.csv.xz,0.0,,
21109.csv.xz,0.0,,
06059.csv.xz,0.0,,
21065.csv.xz,0.0,,
42047.csv.xz,0.0,,
16041.csv.xz,0.0,,
22045.csv.xz,0.0,,
45035.csv.xz,0.0,,
28097.csv.xz,0.0,,
02122.csv.xz,0.0,,
46135.csv.xz,0.0,,
38061.csv.xz,0.0,,
17005.csv.xz,0.0,,
19195.csv.xz,0.0,,
27075.csv.xz,0.0,,
28091.csv.xz,0.0,,
48227.csv.xz,0.0,,
54035.csv.xz,0.0,,
08041.csv.xz,0.0,,
72089.csv.xz,0.0,,
06109.csv.xz,0.0,,
40015.csv.xz,0.0,,
42071.csv.xz,0.0,,
29186.csv.xz,0.0,,
02060.csv.xz,0.0,,
46045.csv.xz,0.0,,
17201.csv.xz,0.0,,
72107.csv.xz,0.0,,
28033.csv.xz,0.0,,
48383.csv.xz,0.0,,
24037.csv.xz,0.0,,
31109.csv.xz,0.0,,
54005.csv.xz,0.0,,
72109.csv.xz,0.0,,
28049.csv.xz,0.0,,
26017.csv.xz,0.0,,
31035.csv.xz,0.0,,
08087.csv.xz,0.0,,
31079.csv.xz,0.0,,
41005.csv.xz,0.0,,
45033.csv.xz,0.0,,
46051.csv.xz,0.0,,
40135.csv.xz,0.0,,
28113.csv.xz,0.0,,
26109.csv.xz,0.0,,
22089.csv.xz,0.0,,
72027.csv.xz,0.0,,
29127.csv.xz,0.0,,
31145.csv.xz,0.0,,
16011.csv.xz,0.0,,
31067.csv.xz,0.0,,
16037.csv.xz,0.0,,
72033.csv.xz,0.0,,
26133.csv.xz,0.0,,
45005.csv.xz,0.0,,
54105.csv.xz,0.0,,
26059.csv.xz,0.0,,
42085.csv.xz,0.0,,
31159.csv.xz,0.0,,
16085.csv.xz,0.0,,
28019.csv.xz,0.0,,
42049.csv.xz,0.0,,
26073.csv.xz,0.0,,
72117.csv.xz,0.0,,
54095.csv.xz,0.0,,
53049.csv.xz,0.0,,
17129.csv.xz,0.0,,
27153.csv.xz,0.0,,
06063.csv.xz,0.0,,
53069.csv.xz,0.0,,
46007.csv.xz,0.0,,
17073.csv.xz,0.0,,
29207.csv.xz,0.0,,
27133.csv.xz,0.0,,
19089.csv.xz,0.0,,
46027.csv.xz,0.0,,
31091.csv.xz,0.0,,
54039.csv.xz,0.0,,
20097.csv.xz,0.0,,
08003.csv.xz,0.0,,
48235.csv.xz,0.0,,
46061.csv.xz,0.0,,
28031.csv.xz,0.0,,
12127.csv.xz,0.0,,
26037.csv.xz,0.0,,
17113.csv.xz,0.0,,
22005.csv.xz,0.0,,
31127.csv.xz,0.0,,
31061.csv.xz,0.0,,
18009.csv.xz,0.0,,
48445.csv.xz,0.0,,
28041.csv.xz,0.0,,
54017.csv.xz,0.0,,
21121.csv.xz,0.0,,
12107.csv.xz,0.0,,
12093.csv.xz,0.0,,
28005.csv.xz,0.0,,
53045.csv.xz,0.0,,
29081.csv.xz,0.0,,
48267.csv.xz,0.0,,
21049.csv.xz,0.0,,
42001.csv.xz,0.0,,
17081.csv.xz,0.0,,
45079.csv.xz,0.0,,
41037.csv.xz,0.0,,
26029.csv.xz,0.0,,
28081.csv.xz,0.0,,
22049.csv.xz,0.0,,
27027.csv.xz,0.0,,
31139.csv.xz,0.0,,
27127.csv.xz,0.0,,
54091.csv.xz,0.0,,
29161.csv.xz,0.0,,
21181.csv.xz,0.0,,
29107.csv.xz,0.0,,
31123.csv.xz,0.0,,
32027.csv.xz,0.0,,
16033.csv.xz,0.0,,
21117.csv.xz,0.0,,
56035.csv.xz,0.0,,
28127.csv.xz,0.0,,
06071.csv.xz,0.0,,
16029.csv.xz,0.0,,
54067.csv.xz,0.0,,
31001.csv.xz,0.0,,
31073.csv.xz,0.0,,
28053.csv.xz,0.0,,
53043.csv.xz,0.0,,
42095.csv.xz,0.0,,
16067.csv.xz,0.0,,
72143.csv.xz,0.0,,
45043.csv.xz,0.0,,
72079.csv.xz,0.0,,
21225.csv.xz,0.0,,
24029.csv.xz,0.0,,
46065.csv.xz,0.0,,
46043.csv.xz,0.0,,
54003.csv.xz,0.0,,
28009.csv.xz,0.0,,
32003.csv.xz,0.0,,
48187.csv.xz,0.0,,
26031.csv.xz,0.0,,
06093.csv.xz,0.0,,
17091.csv.xz,0.0,,
27125.csv.xz,0.0,,
17155.csv.xz,0.0,,
26043.csv.xz,0.0,,
26001.csv.xz,0.0,,
06043.csv.xz,0.0,,
29055.csv.xz,0.0,,
31063.csv.xz,0.0,,
02164.csv.xz,0.0,,
53019.csv.xz,0.0,,
17017.csv.xz,0.0,,
32031.csv.xz,0.0,,
40049.csv.xz,0.0,,
22083.csv.xz,0.0,,
53065.csv.xz,0.0,,
72127.csv.xz,0.0,,
16045.csv.xz,0.0,,
48095.csv.xz,0.0,,
42113.csv.xz,0.0,,
21111.csv.xz,0.0,,
53027.csv.xz,0.0,,
72105.csv.xz,0.0,,
56025.csv.xz,0.020470829068577275,1.0,
06039.csv.xz,0.025886616619207874,1.0,
42015.csv.xz,0.0273224043715847,1.0,
27171.csv.xz,0.028876696505919723,1.0,
29187.csv.xz,0.03663003663003663,1.0,
42035.csv.xz,0.038774718883288095,1.0,
48189.csv.xz,0.03933910306845004,1.0,
29027.csv.xz,0.039824771007566706,1.0,
48309.csv.xz,0.04297378599054577,1.0,0.0
45021.csv.xz,0.04424778761061947,1.0,
40021.csv.xz,0.046468401486988845,1.0,
48325.csv.xz,0.04814636494944632,1.0,
35057.csv.xz,0.04833252779120348,1.0,
29167.csv.xz,0.04982561036372695,1.0,
22063.csv.xz,0.05,1.0,
29169.csv.xz,0.0526592943654555,1.0,
08089.csv.xz,0.05336179295624333,1.0,
18107.csv.xz,0.05865102639296188,1.0,
29109.csv.xz,0.06035003017501509,1.0,0.0
12131.csv.xz,0.06062443164595332,1.0,0.0
29219.csv.xz,0.06207324643078833,1.0,
12133.csv.xz,0.06565988181221273,1.0,
55099.csv.xz,0.06657789613848203,1.0,
19079.csv.xz,0.06983240223463687,1.0,
29119.csv.xz,0.07496251874062969,1.0,
24041.csv.xz,0.0758150113722517,1.0,
27009.csv.xz,0.07587253414264036,1.0,
29091.csv.xz,0.07974481658692185,1.0,0.0
08015.csv.xz,0.08012820512820512,1.0,
42033.csv.xz,0.08348987685243164,1.0,0.0
18125.csv.xz,0.08525149190110827,1.0,
42133.csv.xz,0.08728542333430317,1.0,0.0
18017.csv.xz,0.09111617312072894,1.0,0.0
29217.csv.xz,0.09285051067780872,1.0,0.0
40147.csv.xz,0.0970873786407767,1.0,0.0
42055.csv.xz,0.09758477677482312,1.0,0.0
42021.csv.xz,0.10099309880491499,1.0,0.0
20143.csv.xz,0.10214504596527069,1.0,
29145.csv.xz,0.1037344398340249,1.0,0.0
08009.csv.xz,0.10787486515641855,1.0,
20043.csv.xz,0.10857763300760044,1.0,
08043.csv.xz,0.10905125408942204,1.0,0.0
01119.csv.xz,0.10917030567685589,1.0,
21135.csv.xz,0.1092896174863388,1.0,
18181.csv.xz,0.11254924029262803,1.0,0.0
08055.csv.xz,0.11312217194570137,1.0,
29023.csv.xz,0.11463507833397019,1.0,0.0
21081.csv.xz,0.12345679012345678,1.0,
21155.csv.xz,0.12391573729863693,1.0,
40079.csv.xz,0.12795905310300704,1.0,0.0
20087.csv.xz,0.12944983818770225,1.0,0.0
17033.csv.xz,0.13245033112582782,1.0,0.0
48081.csv.xz,0.1336898395721925,1.0,
48091.csv.xz,0.1357312521208008,1.0,0.0
48441.csv.xz,0.13934045517882027,1.0,0.0
02240.csv.xz,0.1404494382022472,1.0,
42099.csv.xz,0.14104372355430184,1.0,0.0
17183.csv.xz,0.14152850788515972,1.0,0.0
18011.csv.xz,0.14457831325301204,1.0,0.0
42105.csv.xz,0.14587892049598833,1.0,0.0
17045.csv.xz,0.14829461196243204,1.0,0.0
22047.csv.xz,0.14970059880239522,1.0,0.0
55067.csv.xz,0.14992503748125938,1.0,0.0
40071.csv.xz,0.15625,1.0,0.0
29007.csv.xz,0.16220600162206003,1.0,0.0
24001.csv.xz,0.16246953696181965,1.0,0.0
48431.csv.xz,0.16583747927031509,1.0,
21191.csv.xz,0.16750418760469013,1.0,
08093.csv.xz,0.170261066969353,1.0,0.0
18109.csv.xz,0.17444395987788924,1.0,0.0
22027.csv.xz,0.1798561151079137,1.0,0.0
18063.csv.xz,0.1944984717977216,1.0,0.0
19043.csv.xz,0.20013342228152103,1.0,0.0
40131.csv.xz,0.20604395604395606,1.0,0.0
22111.csv.xz,0.21691973969631237,1.0,0.0
42061.csv.xz,0.22123893805309736,1.0,0.0
29149.csv.xz,0.22371364653243847,1.0,0.0
21029.csv.xz,0.22624434389140274,1.0,0.0
48457.csv.xz,0.22779043280182232,1.0,0.0
18087.csv.xz,0.23201856148491878,1.0,0.0
18045.csv.xz,0.23346303501945526,1.0,0.0
01023.csv.xz,0.2347417840375587,1.0,0.0
42005.csv.xz,0.24293956878226544,1.0,0.0
01075.csv.xz,0.2546689303904924,1.0,0.0
29071.csv.xz,0.2553191489361702,1.0,0.0
53037.csv.xz,0.26002971768202077,1.0,0.0
42009.csv.xz,0.26622296173044924,1.0,0.0
19133.csv.xz,0.2682763246143528,1.0,0.0
29221.csv.xz,0.27739251040221913,1.0,0.0
48407.csv.xz,0.27752081406105455,1.0,0.0
29067.csv.xz,0.2791346824842987,1.0,0.0
42125.csv.xz,0.2858862473668372,1.0,0.0
22007.csv.xz,0.28653295128939826,1.0,0.0
42065.csv.xz,0.29304029304029305,1.0,0.0
21223.csv.xz,0.2985074626865672,1.0,
20191.csv.xz,0.30921459492888065,1.0,0.0
55053.csv.xz,0.31233732431025507,1.0,0.0
12105.csv.xz,0.3125,1.0,0.0
18005.csv.xz,0.3179650238473768,1.0,0.5163977794943223
55041.csv.xz,0.3192338387869114,1.0,0.0
29051.csv.xz,0.3225806451612903,1.0,0.0
21123.csv.xz,0.32310177705977383,1.0,0.0
18043.csv.xz,0.3589375448671931,1.0,0.0
56045.csv.xz,0.3762227238525207,1.0,0.0
42011.csv.xz,0.3841829085457271,1.0,0.0
48169.csv.xz,0.390625,1.0,0.0
55031.csv.xz,0.391566265060241,1.0,0.0
19165.csv.xz,0.39920159680638717,1.0,0.0
54037.csv.xz,0.41273584905660377,1.0,0.0
18133.csv.xz,0.4178272980501393,1.0,0.0
40089.csv.xz,0.42016806722689076,1.0,0.0
12111.csv.xz,0.42075736325385693,1.0,0.0
18037.csv.xz,0.4383561643835616,1.0,0.0
19107.csv.xz,0.49464138499587795,1.0,0.0
18041.csv.xz,0.4955401387512388,1.0,0.0
29059.csv.xz,0.49800796812749004,1.0,0.0
22037.csv.xz,0.5033557046979865,1.0,0.0
29089.csv.xz,0.5054151624548736,1.0,0.408248290463863
18159.csv.xz,0.5192107995846313,1.0,0.0
08071.csv.xz,0.528052805280528,1.0,0.0
22017.csv.xz,0.5285247940307788,1.0,0.0
55073.csv.xz,0.5458309806135893,1.0,0.0
29085.csv.xz,0.546448087431694,1.0,0.0
55003.csv.xz,0.5663939584644431,1.0,0.0
42101.csv.xz,0.5905400034069616,1.0,0.0
01127.csv.xz,0.5995203836930456,1.0,0.0
35059.csv.xz,0.6172839506172839,1.0,0.0
19045.csv.xz,0.6178707224334601,1.0,0.0
29105.csv.xz,0.6265060240963854,1.0,0.0
24031.csv.xz,0.6285355122564426,1.0,0.0
55023.csv.xz,0.6464124111182934,1.0,0.0
55043.csv.xz,0.6541778174249182,1.0,0.0
53047.csv.xz,0.6562054208273894,1.0,0.21320071635561047
29141.csv.xz,0.6968641114982579,1.0,0.0
18139.csv.xz,0.7168458781362007,1.0,0.0
55111.csv.xz,0.7196401799100449,1.0,0.0
29225.csv.xz,0.7262569832402235,1.0,0.0
54063.csv.xz,0.7561436672967864,1.0,0.0
45023.csv.xz,0.8316008316008316,1.0,0.0
48351.csv.xz,0.8375209380234505,1.0,0.0
29053.csv.xz,0.8409785932721712,1.0,0.0
29510.csv.xz,0.9141445336627548,1.0,3.838276585885709
29037.csv.xz,0.9187082405345212,1.0,0.0
01125.csv.xz,0.9406766803216507,1.0,0.0
01131.csv.xz,1.0666666666666667,1.0,0.0
55061.csv.xz,1.0679611650485437,1.0,0.0
01121.csv.xz,1.1511895625479662,1.0,0.0
29153.csv.xz,1.160092807424594,1.0,0.0
21221.csv.xz,1.1840688912809472,1.0,0.0
55101.csv.xz,1.2378193310508294,1.0,0.0
21169.csv.xz,1.2678288431061806,1.0,0.0
29181.csv.xz,1.2838801711840229,1.0,0.3535533905932738
01133.csv.xz,1.3313609467455623,1.0,0.0
05063.csv.xz,1.3601741022850924,1.0,0.0
26023.csv.xz,1.3860369609856265,1.0,0.0
21215.csv.xz,1.3921113689095126,1.0,0.0
48419.csv.xz,1.4015416958654519,1.0,0.0
42129.csv.xz,1.443001443001443,1.0,0.0
21057.csv.xz,1.5025041736227045,1.0,0.0
42045.csv.xz,1.5290165643461138,1.0,0.0
55057.csv.xz,1.6415261756876662,1.0,0.0
24005.csv.xz,1.6720955483170468,1.0,0.08084520834544434
12021.csv.xz,1.8118735543562068,1.0,0.0
20193.csv.xz,1.841903300076746,1.0,0.0
39145.csv.xz,1.9477989871445267,1.0,0.6712963519208239
40139.csv.xz,1.9504643962848296,1.0,0.0
48213.csv.xz,1.9682886823400765,1.0,0.0
12011.csv.xz,1.9967190063276308,1.0,0.0
48225.csv.xz,2.076923076923077,1.0,0.0
05029.csv.xz,2.225633154259401,1.0,0.0
20197.csv.xz,2.278481012658228,1.0,0.0
39031.csv.xz,2.2804463852498786,1.0,0.2084090771399927
55045.csv.xz,2.338129496402878,1.0,0.0
21171.csv.xz,2.471169686985173,1.0,0.0
08103.csv.xz,2.53411306042885,1.0,0.0
42029.csv.xz,2.570046361620641,1.0,0.0
55077.csv.xz,2.683982683982684,1.0,0.0
55078.csv.xz,2.7139874739039667,1.0,0.0
01123.csv.xz,3.078358208955224,1.0,0.0
29209.csv.xz,3.1451612903225805,1.0,0.0
39061.csv.xz,3.2892682419069432,1.0,1.5098781840448727
53073.csv.xz,3.36872940314903,1.0,0.34314027612797265
01129.csv.xz,3.3980582524271843,1.0,0.0
40145.csv.xz,3.653483992467043,1.0,0.0
55115.csv.xz,3.879651623119557,1.0,0.0
18135.csv.xz,4.293478260869565,1.0,0.19601288894248503
01019.csv.xz,4.545454545454546,1.0,0.0
55025.csv.xz,4.771493608825074,1.0,0.0
46053.csv.xz,5.044510385756676,1.0,0.9135461653329311
46123.csv.xz,5.18783542039356,1.0,0.6045151747402442
39013.csv.xz,6.256800870511425,1.0,0.47929499031423234
55137.csv.xz,6.561360874848117,1.0,0.0
24011.csv.xz,7.099236641221374,1.0,0.10425720702853734
48505.csv.xz,7.564575645756458,1.0,0.0
01105.csv.xz,7.968127490039841,1.0,0.0
48137.csv.xz,8.635794743429287,1.0,0.0
42017.csv.xz,9.269637115296279,1.0,0.3587519956286303
48463.csv.xz,9.55955955955956,1.0,0.39625084269910155
01041.csv.xz,10.421052631578947,1.0,0.0
39165.csv.xz,10.745555850358185,1.0,0.8773737334372843
48439.csv.xz,11.611987645045495,1.0,2.396497337349364
47041.csv.xz,11.875,1.0,0.10314212462587934
01087.csv.xz,12.65365148228489,1.0,0.0
18179.csv.xz,13.773314203730273,1.0,0.0
19011.csv.xz,14.578111946532998,1.0,0.0
48171.csv.xz,14.90015360983103,1.0,0.0
21141.csv.xz,15.870967741935486,1.0,0.09034926645000338
13065.csv.xz,16.25615763546798,1.0,0.0
12051.csv.xz,16.956715751896475,1.0,0.16294658836010786
29131.csv.xz,17.873651771956855,1.0,1.7623971416532849
18031.csv.xz,18.0484693877551,1.0,0.08421412174916222
39055.csv.xz,19.088507265521795,1.0,0.43777995787029256
13265.csv.xz,19.667590027700832,1.0,0.0
39103.csv.xz,19.791006966434452,1.0,0.20111000486660116
46095.csv.xz,20.646067415730336,1.0,0.18463876798470702
48259.csv.xz,21.32895816242822,1.0,0.0
13283.csv.xz,21.79054054054054,1.0,0.0
29073.csv.xz,22.00557103064067,1.0,0.6435642720929335
13101.csv.xz,23.36842105263158,1.0,0.0
35029.csv.xz,24.427480916030532,1.0,1.2523872809749335
01029.csv.xz,25.965488907148725,1.0,0.0
13309.csv.xz,26.173285198555956,1.0,0.0
01035.csv.xz,27.974568574023618,1.0,0.0
04005.csv.xz,29.201324396349836,1.0,3.018424500681162
12043.csv.xz,31.436077057793344,1.0,0.07474292116733997
13003.csv.xz,31.46067415730337,1.0,0.0
13301.csv.xz,32.20140515222483,1.0,0.085434615206859
13243.csv.xz,32.6007326007326,1.0,0.0
01037.csv.xz,32.98245614035088,1.0,0.0
13303.csv.xz,33.85909568874869,1.0,0.0
01071.csv.xz,34.79909021986353,1.0,0.0
48247.csv.xz,35.025380710659896,1.0,0.0
48261.csv.xz,35.196374622356494,1.0,0.3769419261593169
13209.csv.xz,35.19736842105263,1.0,0.05590169943749474
01091.csv.xz,35.7060849598163,1.0,0.0
13005.csv.xz,36.553238199780466,1.0,0.0
19131.csv.xz,37.30769230769231,1.0,0.5274642086738155
20085.csv.xz,37.316561844863735,1.0,2.8164558101124832
13165.csv.xz,38.82195448460509,1.0,0.0
13267.csv.xz,38.83883883883884,1.0,0.0
13107.csv.xz,38.92617449664429,1.0,0.0
13001.csv.xz,39.25818882466282,1.0,0.0
13287.csv.xz,40.7088122605364,1.0,0.0
13163.csv.xz,41.7096959265634,1.0,0.0
01059.csv.xz,42.466887417218544,1.0,0.0
21009.csv.xz,42.476970317297855,1.0,0.7987702019425661
19009.csv.xz,42.57503949447077,1.0,0.07467323151632964
01005.csv.xz,43.286788399570355,1.0,0.04984440142285644
13259.csv.xz,43.35748792270531,1.0,0.0
01093.csv.xz,44.926668662077226,1.0,0.0
13053.csv.xz,46.729776247848534,1.0,0.0
13319.csv.xz,46.768893756845564,1.0,0.06851849074379032
13191.csv.xz,47.24091520861373,1.0,0.0
13289.csv.xz,47.84263959390863,1.0,0.051571062312939675
13081.csv.xz,48.45360824742268,1.0,0.0
01027.csv.xz,48.60583016476552,1.0,0.0
13249.csv.xz,48.88392857142857,1.0,0.06772854614785964
01111.csv.xz,50.296150049358346,1.0,0.031341957040361135
13027.csv.xz,50.52484254723583,1.0,0.0
13043.csv.xz,51.305334846765035,1.0,0.0
27079.csv.xz,52.97258810964755,1.0,2.470556359157936
48487.csv.xz,53.76623376623376,1.0,0.16813621238629203
01007.csv.xz,54.00795906765208,1.0,0.03246137365805977
38087.csv.xz,54.95049504950495,1.0,0.0
13075.csv.xz,55.363748458692974,1.0,0.0
13317.csv.xz,55.91966173361522,1.0,0.0
13201.csv.xz,56.06299212598426,1.0,0.07505806184977859
01107.csv.xz,56.61807580174927,1.0,0.0
13173.csv.xz,57.17017208413002,1.0,0.0
48329.csv.xz,57.87194194077022,1.0,6.241934326774095
30033.csv.xz,58.4,1.0,0.10393544471962783
01109.csv.xz,58.45602865101473,1.0,0.026099787548594027
13307.csv.xz,59.47046843177189,1.0,0.0
22057.csv.xz,59.655318547817494,1.0,0.24457235879181244
13299.csv.xz,59.685452162516384,1.0,0.036305652495851264
13321.csv.xz,60.69124423963134,1.0,0.0
55107.csv.xz,61.11778846153846,1.0,0.14198207491526868
13305.csv.xz,61.8631293337353,1.0,0.022080920281275968
13315.csv.xz,62.11340206185567,1.0,0.0
35005.csv.xz,62.197269925143104,1.0,0.0969047450758952
30075.csv.xz,62.36323851203501,1.0,0.059260609325115086
13239.csv.xz,62.53521126760564,1.0,0.0
