fip,perc_coverage,address_median,address_std
31039.csv.xz,0.0,,
15003.csv.xz,0.0,,
45075.csv.xz,0.0,,
21075.csv.xz,0.0,,
31143.csv.xz,0.0,,
54029.csv.xz,0.0,,
46101.csv.xz,0.0,,
72115.csv.xz,0.0,,
45031.csv.xz,0.0,,
31009.csv.xz,0.0,,
28001.csv.xz,0.0,,
54071.csv.xz,0.0,,
31071.csv.xz,0.0,,
29143.csv.xz,0.0,,
26125.csv.xz,0.0,,
17127.csv.xz,0.0,,
41017.csv.xz,0.0,,
53005.csv.xz,0.0,,
20077.csv.xz,0.0,,
46005.csv.xz,0.0,,
41015.csv.xz,0.0,,
31037.csv.xz,0.0,,
31111.csv.xz,0.0,,
53041.csv.xz,0.0,,
17177.csv.xz,0.0,,
27093.csv.xz,0.0,,
54041.csv.xz,0.0,,
21205.csv.xz,0.0,,
27047.csv.xz,0.0,,
16025.csv.xz,0.0,,
28059.csv.xz,0.0,,
28075.csv.xz,0.0,,
42115.csv.xz,0.0,,
46137.csv.xz,0.0,,
21165.csv.xz,0.0,,
28137.csv.xz,0.0,,
48105.csv.xz,0.0,,
56019.csv.xz,0.0,,
02013.csv.xz,0.0,,
42031.csv.xz,0.0,,
26087.csv.xz,0.0,,
31169.csv.xz,0.0,,
56015.csv.xz,0.0,,
02050.csv.xz,0.0,,
21145.csv.xz,0.0,,
46093.csv.xz,0.0,,
19005.csv.xz,0.0,,
28147.csv.xz,0.0,,
02185.csv.xz,0.0,,
29139.csv.xz,0.0,,
17003.csv.xz,0.0,,
72047.csv.xz,0.0,,
72069.csv.xz,0.0,,
28103.csv.xz,0.0,,
06089.csv.xz,0.0,,
46081.csv.xz,0.0,,
29185.csv.xz,0.0,,
41041.csv.xz,0.0,,
26019.csv.xz,0.0,,
54079.csv.xz,0.0,,
54073.csv.xz,0.0,,
72085.csv.xz,0.0,,
72049.csv.xz,0.0,,
06023.csv.xz,0.0,,
41009.csv.xz,0.0,,
22039.csv.xz,0.0,,
53025.csv.xz,0.0,,
22119.csv.xz,0.0,,
28161.csv.xz,0.0,,
29205.csv.xz,0.0,,
12045.csv.xz,0.0,,
55051.csv.xz,0.0,,
29129.csv.xz,0.0,,
17187.csv.xz,0.0,,
29025.csv.xz,0.0,,
21051.csv.xz,0.0,,
56017.csv.xz,0.0,,
06085.csv.xz,0.0,,
40037.csv.xz,0.0,,
17085.csv.xz,0.0,,
22011.csv.xz,0.0,,
24017.csv.xz,0.0,,
45059.csv.xz,0.0,,
08063.csv.xz,0.0,,
16065.csv.xz,0.0,,
45073.csv.xz,0.0,,
28027.csv.xz,0.0,,
31113.csv.xz,0.0,,
12001.csv.xz,0.0,,
12087.csv.xz,0.0,,
41053.csv.xz,0.0,,
06003.csv.xz,0.0,,
54107.csv.xz,0.0,,
27005.csv.xz,0.0,,
21195.csv.xz,0.0,,
72011.csv.xz,0.0,,
26027.csv.xz,0.0,,
26159.csv.xz,0.0,,
08061.csv.xz,0.0,,
17117.csv.xz,0.0,,
27151.csv.xz,0.0,,
21025.csv.xz,0.0,,
27065.csv.xz,0.0,,
17055.csv.xz,0.0,,
31125.csv.xz,0.0,,
15005.csv.xz,0.0,,
16019.csv.xz,0.0,,
08073.csv.xz,0.0,,
21095.csv.xz,0.0,,
40031.csv.xz,0.0,,
22105.csv.xz,0.0,,
72029.csv.xz,0.0,,
33003.csv.xz,0.0,,
26127.csv.xz,0.0,,
38085.csv.xz,0.0,,
22053.csv.xz,0.0,,
17093.csv.xz,0.0,,
12115.csv.xz,0.0,,
45085.csv.xz,0.0,,
26039.csv.xz,0.0,,
28109.csv.xz,0.0,,
46025.csv.xz,0.0,,
26089.csv.xz,0.0,,
08125.csv.xz,0.0,,
28141.csv.xz,0.0,,
06107.csv.xz,0.0,,
27143.csv.xz,0.0,,
72001.csv.xz,0.0,,
46091.csv.xz,0.0,,
22021.csv.xz,0.0,,
72043.csv.xz,0.0,,
42097.csv.xz,0.0,,
26047.csv.xz,0.0,,
21151.csv.xz,0.0,,
06057.csv.xz,0.0,,
72054.csv.xz,0.0,,
26123.csv.xz,0.0,,
31161.csv.xz,0.0,,
72087.csv.xz,0.0,,
53071.csv.xz,0.0,,
12091.csv.xz,0.0,,
26099.csv.xz,0.0,,
31007.csv.xz,0.0,,
29003.csv.xz,0.0,,
45045.csv.xz,0.0,,
42059.csv.xz,0.0,,
08109.csv.xz,0.0,,
28123.csv.xz,0.0,,
29083.csv.xz,0.0,,
17115.csv.xz,0.0,,
72147.csv.xz,0.0,,
06055.csv.xz,0.0,,
12037.csv.xz,0.0,,
22035.csv.xz,0.0,,
54093.csv.xz,0.0,,
17071.csv.xz,0.0,,
27117.csv.xz,0.0,,
26067.csv.xz,0.0,,
28007.csv.xz,0.0,,
46077.csv.xz,0.0,,
41065.csv.xz,0.0,,
28145.csv.xz,0.0,,
26157.csv.xz,0.0,,
46003.csv.xz,0.0,,
31131.csv.xz,0.0,,
28151.csv.xz,0.0,,
27077.csv.xz,0.0,,
28107.csv.xz,0.0,,
22023.csv.xz,0.0,,
26077.csv.xz,0.0,,
72015.csv.xz,0.0,,
46011.csv.xz,0.0,,
02130.csv.xz,0.0,,
19055.csv.xz,0.0,,
72025.csv.xz,0.0,,
28067.csv.xz,0.0,,
20091.csv.xz,0.0,,
40111.csv.xz,0.0,,
21027.csv.xz,0.0,,
16009.csv.xz,0.0,,
54007.csv.xz,0.0,,
54025.csv.xz,0.0,,
20189.csv.xz,0.0,,
53063.csv.xz,0.0,,
17059.csv.xz,0.0,,
21099.csv.xz,0.0,,
21167.csv.xz,0.0,,
31101.csv.xz,0.0,,
19081.csv.xz,0.0,,
28055.csv.xz,0.0,,
18015.csv.xz,0.0,,
31059.csv.xz,0.0,,
17135.csv.xz,0.0,,
02290.csv.xz,0.0,,
17069.csv.xz,0.0,,
72031.csv.xz,0.0,,
26085.csv.xz,0.0,,
26135.csv.xz,0.0,,
29045.csv.xz,0.0,,
21107.csv.xz,0.0,,
46029.csv.xz,0.0,,
28045.csv.xz,0.0,,
29159.csv.xz,0.0,,
21233.csv.xz,0.0,,
46049.csv.xz,0.0,,
40067.csv.xz,0.0,,
19115.csv.xz,0.0,,
27033.csv.xz,0.0,,
20039.csv.xz,0.0,,
41003.csv.xz,0.0,,
26083.csv.xz,0.0,,
27149.csv.xz,0.0,,
31057.csv.xz,0.0,,
12057.csv.xz,0.0,,
48345.csv.xz,0.0,,
17065.csv.xz,0.0,,
40103.csv.xz,0.0,,
54023.csv.xz,0.0,,
31167.csv.xz,0.0,,
46075.csv.xz,0.0,,
21137.csv.xz,0.0,,
06037.csv.xz,0.0,,
45061.csv.xz,0.0,,
12063.csv.xz,0.0,,
21199.csv.xz,0.0,,
53015.csv.xz,0.0,,
28079.csv.xz,0.0,,
20183.csv.xz,0.0,,
56009.csv.xz,0.0,,
48327.csv.xz,0.0,,
72017.csv.xz,0.0,,
21023.csv.xz,0.0,,
02275.csv.xz,0.0,,
26093.csv.xz,0.0,,
48265.csv.xz,0.0,,
17079.csv.xz,0.0,,
17107.csv.xz,0.0,,
32510.csv.xz,0.0,,
72141.csv.xz,0.0,,
27035.csv.xz,0.0,,
28077.csv.xz,0.0,,
27085.csv.xz,0.0,,
46105.csv.xz,0.0,,
22077.csv.xz,0.0,,
31075.csv.xz,0.0,,
31103.csv.xz,0.0,,
21093.csv.xz,0.0,,
31069.csv.xz,0.0,,
48219.csv.xz,0.0,,
06073.csv.xz,0.0,,
46073.csv.xz,0.0,,
31093.csv.xz,0.0,,
26053.csv.xz,0.0,,
29123.csv.xz,0.0,,
26111.csv.xz,0.0,,
29229.csv.xz,0.0,,
46071.csv.xz,0.0,,
42057.csv.xz,0.0,,
26061.csv.xz,0.0,,
46019.csv.xz,0.0,,
21091.csv.xz,0.0,,
54011.csv.xz,0.0,,
54065.csv.xz,0.0,,
21129.csv.xz,0.0,,
22059.csv.xz,0.0,,
26131.csv.xz,0.0,,
29017.csv.xz,0.0,,
72059.csv.xz,0.0,,
12027.csv.xz,0.0,,
32017.csv.xz,0.0,,
72077.csv.xz,0.0,,
27057.csv.xz,0.0,,
41055.csv.xz,0.0,,
06025.csv.xz,0.0,,
28155.csv.xz,0.0,,
16073.csv.xz,0.0,,
28089.csv.xz,0.0,,
17027.csv.xz,0.0,,
27161.csv.xz,0.0,,
02016.csv.xz,0.0,,
41057.csv.xz,0.0,,
41061.csv.xz,0.0,,
37179.csv.xz,0.0,,
28159.csv.xz,0.0,,
31029.csv.xz,0.0,,
54051.csv.xz,0.0,,
53051.csv.xz,0.0,,
53031.csv.xz,0.0,,
16075.csv.xz,0.0,,
42007.csv.xz,0.0,,
42025.csv.xz,0.0,,
40001.csv.xz,0.0,,
72055.csv.xz,0.0,,
17075.csv.xz,0.0,,
40051.csv.xz,0.0,,
22055.csv.xz,0.0,,
41039.csv.xz,0.0,,
31149.csv.xz,0.0,,
48017.csv.xz,0.0,,
53033.csv.xz,0.0,,
40005.csv.xz,0.0,,
17001.csv.xz,0.0,,
12031.csv.xz,0.0,,
46089.csv.xz,0.0,,
16017.csv.xz,0.0,,
21101.csv.xz,0.0,,
26143.csv.xz,0.0,,
46117.csv.xz,0.0,,
27049.csv.xz,0.0,,
31181.csv.xz,0.0,,
28157.csv.xz,0.0,,
40029.csv.xz,0.0,,
31045.csv.xz,0.0,,
06035.csv.xz,0.0,,
17111.csv.xz,0.0,,
16057.csv.xz,0.0,,
31177.csv.xz,0.0,,
26079.csv.xz,0.0,,
27159.csv.xz,0.0,,
53013.csv.xz,0.0,,
72097.csv.xz,0.0,,
06027.csv.xz,0.0,,
72039.csv.xz,0.0,,
46013.csv.xz,0.0,,
42087.csv.xz,0.0,,
48403.csv.xz,0.0,,
12077.csv.xz,0.0,,
27105.csv.xz,0.0,,
31151.csv.xz,0.0,,
17195.csv.xz,0.0,,
54083.csv.xz,0.0,,
08079.csv.xz,0.0,,
22113.csv.xz,0.0,,
46129.csv.xz,0.0,,
17057.csv.xz,0.0,,
12033.csv.xz,0.0,,
28125.csv.xz,0.0,,
26121.csv.xz,0.0,,
16035.csv.xz,0.0,,
31049.csv.xz,0.0,,
72123.csv.xz,0.0,,
45087.csv.xz,0.0,,
06053.csv.xz,0.0,,
26117.csv.xz,0.0,,
40119.csv.xz,0.0,,
27107.csv.xz,0.0,,
54089.csv.xz,0.0,,
21133.csv.xz,0.0,,
22101.csv.xz,0.0,,
56027.csv.xz,0.0,,
06105.csv.xz,0.0,,
12017.csv.xz,0.0,,
27147.csv.xz,0.0,,
17145.csv.xz,0.0,,
31133.csv.xz,0.0,,
12015.csv.xz,0.0,,
17193.csv.xz,0.0,,
46031.csv.xz,0.0,,
54085.csv.xz,0.0,,
26129.csv.xz,0.0,,
45067.csv.xz,0.0,,
29215.csv.xz,0.0,,
28129.csv.xz,0.0,,
38015.csv.xz,0.0,,
17173.csv.xz,0.0,,
54045.csv.xz,0.0,,
16077.csv.xz,0.0,,
40043.csv.xz,0.0,,
17203.csv.xz,0.0,,
12117.csv.xz,0.0,,
28131.csv.xz,0.0,,
06005.csv.xz,0.0,,
27063.csv.xz,0.0,,
06001.csv.xz,0.0,,
46021.csv.xz,0.0,,
16003.csv.xz,0.0,,
21157.csv.xz,0.0,,
06041.csv.xz,0.0,,
56037.csv.xz,0.0,,
16047.csv.xz,0.0,,
21189.csv.xz,0.0,,
26005.csv.xz,0.0,,
29163.csv.xz,0.0,,
26161.csv.xz,0.0,,
31077.csv.xz,0.0,,
31129.csv.xz,0.0,,
16053.csv.xz,0.0,,
54015.csv.xz,0.0,,
06049.csv.xz,0.0,,
17019.csv.xz,0.0,,
48435.csv.xz,0.0,,
17061.csv.xz,0.0,,
21115.csv.xz,0.0,,
02110.csv.xz,0.0,,
46103.csv.xz,0.0,,
27121.csv.xz,0.0,,
22123.csv.xz,0.0,,
56003.csv.xz,0.0,,
27119.csv.xz,0.0,,
26091.csv.xz,0.0,,
72013.csv.xz,0.0,,
29117.csv.xz,0.0,,
42037.csv.xz,0.0,,
31095.csv.xz,0.0,,
72149.csv.xz,0.0,,
02105.csv.xz,0.0,,
16087.csv.xz,0.0,,
24045.csv.xz,0.0,,
17067.csv.xz,0.0,,
72073.csv.xz,0.0,,
28073.csv.xz,0.0,,
41031.csv.xz,0.0,,
31019.csv.xz,0.0,,
28143.csv.xz,0.0,,
33017.csv.xz,0.0,,
21083.csv.xz,0.0,,
32021.csv.xz,0.0,,
29203.csv.xz,0.0,,
16021.csv.xz,0.0,,
27129.csv.xz,0.0,,
06061.csv.xz,0.0,,
31011.csv.xz,0.0,,
40027.csv.xz,0.0,,
28163.csv.xz,0.0,,
28083.csv.xz,0.0,,
40081.csv.xz,0.0,,
31175.csv.xz,0.0,,
40061.csv.xz,0.0,,
48279.csv.xz,0.0,,
17025.csv.xz,0.0,,
08021.csv.xz,0.0,,
31141.csv.xz,0.0,,
16049.csv.xz,0.0,,
12095.csv.xz,0.0,,
29103.csv.xz,0.0,,
42079.csv.xz,0.0,,
21211.csv.xz,0.0,,
27165.csv.xz,0.0,,
29087.csv.xz,0.0,,
29011.csv.xz,0.0,,
12119.csv.xz,0.0,,
17047.csv.xz,0.0,,
42073.csv.xz,0.0,,
26151.csv.xz,0.0,,
06021.csv.xz,0.0,,
38053.csv.xz,0.0,,
29179.csv.xz,0.0,,
06045.csv.xz,0.0,,
27051.csv.xz,0.0,,
02188.csv.xz,0.0,,
28065.csv.xz,0.0,,
72067.csv.xz,0.0,,
17101.csv.xz,0.0,,
56033.csv.xz,0.0,,
16039.csv.xz,0.0,,
27017.csv.xz,0.0,,
26025.csv.xz,0.0,,
53009.csv.xz,0.0,,
46107.csv.xz,0.0,,
12125.csv.xz,0.0,,
16061.csv.xz,0.0,,
21079.csv.xz,0.0,,
31085.csv.xz,0.0,,
42003.csv.xz,0.0,,
72035.csv.xz,0.0,,
45047.csv.xz,0.0,,
56031.csv.xz,0.0,,
40143.csv.xz,0.0,,
53023.csv.xz,0.0,,
27073.csv.xz,0.0,,
06077.csv.xz,0.0,,
02195.csv.xz,0.0,,
28133.csv.xz,0.0,,
46023.csv.xz,0.0,,
17051.csv.xz,0.0,,
26107.csv.xz,0.0,,
72061.csv.xz,0.0,,
27039.csv.xz,0.0,,
53055.csv.xz,0.0,,
12099.csv.xz,0.0,,
06111.csv.xz,0.0,,
17083.csv.xz,0.0,,
22091.csv.xz,0.0,,
54027.csv.xz,0.0,,
41023.csv.xz,0.0,,
41007.csv.xz,0.0,,
17035.csv.xz,0.0,,
12079.csv.xz,0.0,,
27061.csv.xz,0.0,,
26049.csv.xz,0.0,,
21031.csv.xz,0.0,,
12073.csv.xz,0.0,,
42117.csv.xz,0.0,,
33013.csv.xz,0.0,,
40133.csv.xz,0.0,,
27055.csv.xz,0.0,,
29001.csv.xz,0.0,,
27155.csv.xz,0.0,,
31031.csv.xz,0.0,,
12075.csv.xz,0.0,,
46017.csv.xz,0.0,,
31147.csv.xz,0.0,,
17015.csv.xz,0.0,,
45001.csv.xz,0.0,,
17013.csv.xz,0.0,,
16069.csv.xz,0.0,,
42103.csv.xz,0.0,,
45051.csv.xz,0.0,,
40125.csv.xz,0.0,,
41069.csv.xz,0.0,,
26163.csv.xz,0.0,,
46063.csv.xz,0.0,,
31081.csv.xz,0.0,,
45013.csv.xz,0.0,,
33009.csv.xz,0.0,,
53075.csv.xz,0.0,,
54075.csv.xz,0.0,,
08119.csv.xz,0.0,,
31021.csv.xz,0.0,,
29039.csv.xz,0.0,,
21127.csv.xz,0.0,,
08121.csv.xz,0.0,,
29155.csv.xz,0.0,,
42083.csv.xz,0.0,,
48215.csv.xz,0.0,,
06087.csv.xz,0.0,,
17103.csv.xz,0.0,,
53077.csv.xz,0.0,,
02282.csv.xz,0.0,,
31089.csv.xz,0.0,,
26119.csv.xz,0.0,,
32033.csv.xz,0.0,,
08017.csv.xz,0.0,,
40107.csv.xz,0.0,,
28105.csv.xz,0.0,,
28021.csv.xz,0.0,,
41071.csv.xz,0.0,,
54001.csv.xz,0.0,,
27021.csv.xz,0.0,,
18073.csv.xz,0.0,,
45011.csv.xz,0.0,,
17087.csv.xz,0.0,,
38105.csv.xz,0.0,,
31185.csv.xz,0.0,,
20011.csv.xz,0.0,,
40117.csv.xz,0.0,,
26065.csv.xz,0.0,,
06051.csv.xz,0.0,,
31099.csv.xz,0.0,,
18067.csv.xz,0.0,,
54101.csv.xz,0.0,,
54047.csv.xz,0.0,,
32005.csv.xz,0.0,,
29121.csv.xz,0.0,,
27067.csv.xz,0.0,,
27069.csv.xz,0.0,,
06079.csv.xz,0.0,,
26155.csv.xz,0.0,,
29049.csv.xz,0.0,,
31003.csv.xz,0.0,,
46069.csv.xz,0.0,,
41049.csv.xz,0.0,,
22115.csv.xz,0.0,,
45065.csv.xz,0.0,,
15007.csv.xz,0.0,,
45015.csv.xz,0.0,,
21237.csv.xz,0.0,,
31005.csv.xz,0.0,,
12039.csv.xz,0.0,,
17189.csv.xz,0.0,,
48041.csv.xz,0.0,,
42121.csv.xz,0.0,,
17197.csv.xz,0.0,,
54109.csv.xz,0.0,,
02220.csv.xz,0.0,,
28047.csv.xz,0.0,,
16001.csv.xz,0.0,,
18075.csv.xz,0.0,,
54021.csv.xz,0.0,,
28063.csv.xz,0.0,,
31135.csv.xz,0.0,,
29057.csv.xz,0.0,,
26153.csv.xz,0.0,,
12121.csv.xz,0.0,,
31117.csv.xz,0.0,,
32013.csv.xz,0.0,,
42089.csv.xz,0.0,,
56023.csv.xz,0.0,,
29195.csv.xz,0.0,,
26165.csv.xz,0.0,,
21229.csv.xz,0.0,,
72065.csv.xz,0.0,,
27007.csv.xz,0.0,,
17171.csv.xz,0.0,,
26041.csv.xz,0.0,,
29115.csv.xz,0.0,,
17153.csv.xz,0.0,,
32019.csv.xz,0.0,,
06029.csv.xz,0.0,,
46035.csv.xz,0.0,,
48307.csv.xz,0.0,,
26009.csv.xz,0.0,,
21113.csv.xz,0.0,,
45077.csv.xz,0.0,,
26051.csv.xz,0.0,,
41059.csv.xz,0.0,,
12013.csv.xz,0.0,,
27087.csv.xz,0.0,,
40115.csv.xz,0.0,,
28035.csv.xz,0.0,,
41021.csv.xz,0.0,,
29033.csv.xz,0.0,,
72101.csv.xz,0.0,,
29093.csv.xz,0.0,,
46037.csv.xz,0.0,,
21131.csv.xz,0.0,,
21071.csv.xz,0.0,,
40073.csv.xz,0.0,,
06099.csv.xz,0.0,,
26149.csv.xz,0.0,,
72081.csv.xz,0.0,,
41067.csv.xz,0.0,,
46041.csv.xz,0.0,,
42019.csv.xz,0.0,,
54057.csv.xz,0.0,,
28087.csv.xz,0.0,,
45081.csv.xz,0.0,,
40083.csv.xz,0.0,,
27167.csv.xz,0.0,,
16043.csv.xz,0.0,,
28025.csv.xz,0.0,,
28135.csv.xz,0.0,,
40085.csv.xz,0.0,,
54081.csv.xz,0.0,,
21193.csv.xz,0.0,,
02158.csv.xz,0.0,,
42067.csv.xz,0.0,,
72057.csv.xz,0.0,,
40013.csv.xz,0.0,,
45017.csv.xz,0.0,,
27115.csv.xz,0.0,,
21067.csv.xz,0.0,,
46039.csv.xz,0.0,,
12009.csv.xz,0.0,,
28015.csv.xz,0.0,,
53061.csv.xz,0.0,,
17157.csv.xz,0.0,,
17095.csv.xz,0.0,,
28017.csv.xz,0.0,,
31097.csv.xz,0.0,,
21003.csv.xz,0.0,,
72121.csv.xz,0.0,,
40129.csv.xz,0.0,,
41063.csv.xz,0.0,,
54055.csv.xz,0.0,,
17159.csv.xz,0.0,,
72037.csv.xz,0.0,,
26145.csv.xz,0.0,,
27015.csv.xz,0.0,,
29175.csv.xz,0.0,,
56007.csv.xz,0.0,,
31043.csv.xz,0.0,,
33005.csv.xz,0.0,,
06017.csv.xz,0.0,,
48501.csv.xz,0.0,,
28057.csv.xz,0.0,,
40101.csv.xz,0.0,,
72111.csv.xz,0.0,,
06083.csv.xz,0.0,,
26013.csv.xz,0.0,,
29201.csv.xz,0.0,,
12081.csv.xz,0.0,,
16071.csv.xz,0.0,,
46055.csv.xz,0.0,,
32023.csv.xz,0.0,,
17161.csv.xz,0.0,,
29177.csv.xz,0.0,,
41033.csv.xz,0.0,,
26033.csv.xz,0.0,,
21203.csv.xz,0.0,,
31053.csv.xz,0.0,,
21197.csv.xz,0.0,,
29101.csv.xz,0.0,,
